Subject	Sex	Group	Age	Date	Day	Session	trial_number	Side	chose_side	correct	Comment
Amahirwe	m	old chimps	20	30/10/2018		2	4	l	r	0	
Amahirwe	m	old chimps	20	30/10/2018		2	5	r	l	0	
Amahirwe	m	old chimps	20	30/10/2018		2	6	l	r	0	
Amahirwe	m	old chimps	20	30/10/2018		2	7	l	r	0	
Amahirwe	m	old chimps	20	30/10/2018		2	8	r	l	0	
Amahirwe	m	old chimps	20	30/10/2018		2	9	r	l	0	
Amahirwe	m	old chimps	20	30/10/2018		2	10	l	r	0	
Amahirwe	m	old chimps	20	30/10/2018		2	11	l	r	0	
Amahirwe	m	old chimps	20	30/10/2018		2	12	r	r	1	
Edvard	m	old chimps	18	29/10/2018		1	1	r	l	0	
Edvard	m	old chimps	18	29/10/2018		1	2	l	r	0	
Edvard	m	old chimps	18	29/10/2018		1	3	r	l	0	
Edvard	m	old chimps	18	29/10/2018		1	4	l	r	0	
Edvard	m	old chimps	18	29/10/2018		1	5	r	r	1	
Edvard	m	old chimps	18	29/10/2018		1	6	l	r	0	
Edvard	m	old chimps	18	29/10/2018		1	7	l	r	0	
Edvard	m	old chimps	18	29/10/2018		1	8	r	l	0	
Edvard	m	old chimps	18	29/10/2018		1	9	r	l	0	
Edvard	m	old chimps	18	29/10/2018		1	10	l	r	0	
Edvard	m	old chimps	18	29/10/2018		1	11	l	l	1	
Edvard	m	old chimps	18	29/10/2018		1	12	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	1	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	2	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	3	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	4	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	5	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	6	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	7	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	8	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	9	r	l	0	
Edvard	m	old chimps	18	30/10/2018		2	10	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	11	l	r	0	
Edvard	m	old chimps	18	30/10/2018		2	12	r	l	0	
Zee	m	old chimps	18	29/10/2018		1	1	r	r	1	
Zee	m	old chimps	18	29/10/2018		1	2	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	3	r	r	1	
Zee	m	old chimps	18	29/10/2018		1	4	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	5	r	r	1	
Zee	m	old chimps	18	29/10/2018		1	6	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	7	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	8	r	l	0	
Zee	m	old chimps	18	29/10/2018		1	9	r	l	0	
Zee	m	old chimps	18	29/10/2018		1	10	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	11	l	r	0	
Zee	m	old chimps	18	29/10/2018		1	12	r	l	0	
Zee	m	old chimps	18	30/10/2018		2	1	r	l	0	
Zee	m	old chimps	18	30/10/2018		2	2	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	3	r	r	1	
Zee	m	old chimps	18	30/10/2018		2	4	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	5	r	r	1	
Zee	m	old chimps	18	30/10/2018		2	6	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	7	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	8	r	r	1	
Zee	m	old chimps	18	30/10/2018		2	9	r	r	1	
Zee	m	old chimps	18	30/10/2018		2	10	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	11	l	r	0	
Zee	m	old chimps	18	30/10/2018		2	12	r	r	1	
Mwanzo	f	old chimps	22	29/10/2018		1	1	r	l	0	
Mwanzo	f	old chimps	22	29/10/2018		1	2	l	r	0	
Mwanzo	f	old chimps	22	29/10/2018		1	3	r	r	1	
Mwanzo	f	old chimps	22	29/10/2018		1	4	l	r	0	
Mwanzo	f	old chimps	22	29/10/2018		1	5	r	r	1	
Mwanzo	f	old chimps	22	29/10/2018		1	6	l	l	1	
Mwanzo	f	old chimps	22	29/10/2018		1	7	l	r	0	
Mwanzo	f	old chimps	22	29/10/2018		1	8	r	r	1	
Mwanzo	f	old chimps	22	29/10/2018		1	9	r	r	1	
Mwanzo	f	old chimps	22	29/10/2018		1	10	l	r	0	
Mwanzo	f	old chimps	22	29/10/2018		1	11	l	r	0	
Mwanzo	f	old chimps	22	29/10/2018		1	12	r	l	0	
Mwanzo	f	old chimps	22	30/10/2018		2	1	r	l	0	
Mwanzo	f	old chimps	22	30/10/2018		2	2	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	3	r	l	0	
Mwanzo	f	old chimps	22	30/10/2018		2	4	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	5	r	r	1	
Mwanzo	f	old chimps	22	30/10/2018		2	6	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	7	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	8	r	r	1	
Mwanzo	f	old chimps	22	30/10/2018		2	9	r	r	1	
Mwanzo	f	old chimps	22	30/10/2018		2	10	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	11	l	r	0	
Mwanzo	f	old chimps	22	30/10/2018		2	12	r	r	1	
Mary	f	old chimps	15	29/10/2018		1	1	r	l	0	
Mary	f	old chimps	15	29/10/2018		1	2	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	3	r	l	0	
Mary	f	old chimps	15	29/10/2018		1	4	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	5	r	l	0	
Mary	f	old chimps	15	29/10/2018		1	6	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	7	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	8	r	r	1	
Mary	f	old chimps	15	29/10/2018		1	9	r	r	1	
Mary	f	old chimps	15	29/10/2018		1	10	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	11	l	r	0	
Mary	f	old chimps	15	29/10/2018		1	12	r	r	1	
Mary	f	old chimps	15	30/10/2018		2	1	r	l	0	
Mary	f	old chimps	15	30/10/2018		2	2	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	3	r	l	0	
Mary	f	old chimps	15	30/10/2018		2	4	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	5	r	r	1	
Mary	f	old chimps	15	30/10/2018		2	6	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	7	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	8	r	r	1	
Mary	f	old chimps	15	30/10/2018		2	9	r	r	1	
Mary	f	old chimps	15	30/10/2018		2	10	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	11	l	r	0	
Mary	f	old chimps	15	30/10/2018		2	12	r	r	1	
Kisa	m	young chimp	25	25/11/2018		1	1	r	l	0	
Kisa	m	young chimp	25	25/11/2018		1	2	l	l	1	
Kisa	m	young chimp	25	25/11/2018		1	3	r	l	0	
Kisa	m	young chimp	25	25/11/2018		1	4	l	r	0	
Kisa	m	young chimp	25	25/11/2018		1	5	r	r	1	
Kisa	m	young chimp	25	25/11/2018		1	6	l	r	0	
Kisa	m	young chimp	25	25/11/2018		1	7	l	r	0	
Kisa	m	young chimp	25	25/11/2018		1	8	r	r	1	
Kisa	m	young chimp	25	25/11/2018		1	9	r	r	1	
Kisa	m	young chimp	25	25/11/2018		1	10	l	r	0	
Kisa	m	young chimp	25	25/11/2018		1	11	l	r	0	
Kisa	m	young chimp	25	25/11/2018		1	12	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	1	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	2	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	3	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	4	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	5	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	6	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	7	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	8	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	9	r	r	1	
Kisa	m	young chimp	25	26/11/2018		2	10	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	11	l	r	0	
Kisa	m	young chimp	25	26/11/2018		2	12	r	r	1	
Niyonkuru	m	young chimp	28	24/11/2018		1	1	r	r	1	
Niyonkuru	m	young chimp	28	24/11/2018		1	2	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	3	r	l	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	4	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	5	r	r	1	
Niyonkuru	m	young chimp	28	24/11/2018		1	6	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	7	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	8	r	r	1	
Niyonkuru	m	young chimp	28	24/11/2018		1	9	r	l	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	10	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	11	l	r	0	
Niyonkuru	m	young chimp	28	24/11/2018		1	12	r	r	1	
Niyonkuru	m	young chimp	28	25/11/2018		2	1	r	r	1	
Niyonkuru	m	young chimp	28	25/11/2018		2	2	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	3	r	l	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	4	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	5	r	l	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	6	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	7	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	8	r	r	1	
Niyonkuru	m	young chimp	28	25/11/2018		2	9	r	r	1	
Niyonkuru	m	young chimp	28	25/11/2018		2	10	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	11	l	r	0	
Niyonkuru	m	young chimp	28	25/11/2018		2	12	r	r	1	
Joy	f	young chimp	14	24/11/2018		1	1	r	l	0	
Joy	f	young chimp	14	24/11/2018		1	2	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	3	r	l	0	
Joy	f	young chimp	14	24/11/2018		1	4	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	5	r	l	0	
Joy	f	young chimp	14	24/11/2018		1	6	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	7	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	8	r	l	0	
Joy	f	young chimp	14	24/11/2018		1	9	r	r	1	
Joy	f	young chimp	14	24/11/2018		1	10	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	11	l	r	0	
Joy	f	young chimp	14	24/11/2018		1	12	r	l	0	
Joy	f	young chimp	14	25/11/2018		2	1	r	l	0	
Joy	f	young chimp	14	25/11/2018		2	2	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	3	r	r	1	
Joy	f	young chimp	14	25/11/2018		2	4	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	5	r	r	1	
Joy	f	young chimp	14	25/11/2018		2	6	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	7	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	8	r	r	1	
Joy	f	young chimp	14	25/11/2018		2	9	r	r	1	
Joy	f	young chimp	14	25/11/2018		2	10	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	11	l	r	0	
Joy	f	young chimp	14	25/11/2018		2	12	r	l	0	
Bahati	f	young chimp	25	24/11/2018		1	1	r	l	0	
Bahati	f	young chimp	25	24/11/2018		1	2	l	r	0	
Bahati	f	young chimp	25	24/11/2018		1	3	r	l	0	
Bahati	f	young chimp	25	24/11/2018		1	4	l	l	1	
Bahati	f	young chimp	25	24/11/2018		1	5	r	l	0	
Bahati	f	young chimp	25	24/11/2018		1	6	l	r	0	
Bahati	f	young chimp	25	24/11/2018		1	7	l	r	0	
Bahati	f	young chimp	25	24/11/2018		1	8	r	l	0	
Bahati	f	young chimp	25	24/11/2018		1	9	r	r	1	
Bahati	f	young chimp	25	24/11/2018		1	10	l	r	0	
Bahati	f	young chimp	25	24/11/2018		1	11	l	l	1	
Bahati	f	young chimp	25	24/11/2018		1	12	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	1	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	2	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	3	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	4	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	5	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	6	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	7	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	8	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	9	r	l	0	
Bahati	f	young chimp	25	25/11/2018		2	10	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	11	l	l	1	
Bahati	f	young chimp	25	25/11/2018		2	12	r	l	0	
Dufatanya	f	young chimp	27	24/11/2018		1	1	r	l	0	
Dufatanya	f	young chimp	27	24/11/2018		1	2	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	3	r	r	1	
Dufatanya	f	young chimp	27	24/11/2018		1	4	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	5	r	l	0	
Dufatanya	f	young chimp	27	24/11/2018		1	6	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	7	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	8	r	r	1	
Dufatanya	f	young chimp	27	24/11/2018		1	9	r	l	0	
Dufatanya	f	young chimp	27	24/11/2018		1	10	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	11	l	r	0	
Dufatanya	f	young chimp	27	24/11/2018		1	12	r	r	1	
Dufatanya	f	young chimp	27	25/11/2018		2	1	r	l	0	
Dufatanya	f	young chimp	27	25/11/2018		2	2	l	r	0	
Dufatanya	f	young chimp	27	25/11/2018		2	3	r	r	1	
Dufatanya	f	young chimp	27	25/11/2018		2	4	l	l	1	
Dufatanya	f	young chimp	27	25/11/2018		2	5	r	r	1	
Dufatanya	f	young chimp	27	25/11/2018		2	6	l	r	0	
Dufatanya	f	young chimp	27	25/11/2018		2	7	l	r	0	
Dufatanya	f	young chimp	27	25/11/2018		2	8	r	r	1	
Dufatanya	f	young chimp	27	25/11/2018		2	9	r	r	1	
Dufatanya	f	young chimp	27	25/11/2018		2	10	l	r	0	
Dufatanya	f	young chimp	27	25/11/2018		2	11	l	r	0	
Dufatanya	f	young chimp	27	25/11/2018		2	12	r	l	0	
Akela	f	young chimp	30	24/11/2018		1	1	r	l	0	
Akela	f	young chimp	30	24/11/2018		1	2	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	3	r	l	0	
Akela	f	young chimp	30	24/11/2018		1	4	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	5	r	l	0	
Akela	f	young chimp	30	24/11/2018		1	6	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	7	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	8	r	r	1	
Akela	f	young chimp	30	24/11/2018		1	9	r	r	1	
Akela	f	young chimp	30	24/11/2018		1	10	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	11	l	r	0	
Akela	f	young chimp	30	24/11/2018		1	12	r	l	0	
Akela	f	young chimp	30	25/11/2018		2	1	r	l	0	
Akela	f	young chimp	30	25/11/2018		2	2	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	3	r	l	0	
Akela	f	young chimp	30	25/11/2018		2	4	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	5	r	r	1	
Akela	f	young chimp	30	25/11/2018		2	6	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	7	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	8	r	l	0	
Akela	f	young chimp	30	25/11/2018		2	9	r	l	0	
Akela	f	young chimp	30	25/11/2018		2	10	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	11	l	r	0	
Akela	f	young chimp	30	25/11/2018		2	12	r	l	0	
