Subject	Sex	Group	Age	Date	Day	Session	trial_number	open_cylinder	comment			
Mwanzo	f	old chimps	22	16/10/2018	4	2	11	0				
Mwanzo	f	old chimps	22	16/10/2018	4	2	12	1				
Mary	f	old chimps	15	15/10/2018	4	2	1	0	collected all cylinders at the beginning of the session			
Mary	f	old chimps	15	15/10/2018	4	2	2	1				
Mary	f	old chimps	15	15/10/2018	4	2	3	0				
Mary	f	old chimps	15	15/10/2018	4	2	4	0				
Mary	f	old chimps	15	15/10/2018	4	2	5	0				
Mary	f	old chimps	15	15/10/2018	4	2	6	0				
Mary	f	old chimps	15	15/10/2018	4	2	7	0				
Mary	f	old chimps	15	15/10/2018	4	2	8	0				
Mary	f	old chimps	15	15/10/2018	4	2	9	0				
Mary	f	old chimps	15	15/10/2018	4	2	10	1				
Mary	f	old chimps	15	15/10/2018	4	2	11	1				
Mary	f	old chimps	15	15/10/2018	4	2	12	0				
Julia	f	old chimps	18	16/10/2018	4	2	1	1				
Julia	f	old chimps	18	16/10/2018	4	2	2	0				
Julia	f	old chimps	18	16/10/2018	4	2	3	0				
Julia	f	old chimps	18	16/10/2018	4	2	4	1				
Julia	f	old chimps	18	16/10/2018	4	2	5	1				
Julia	f	old chimps	18	16/10/2018	4	2	6	1				
Julia	f	old chimps	18	16/10/2018	4	2	7	1				
Julia	f	old chimps	18	16/10/2018	4	2	8	1				
Julia	f	old chimps	18	16/10/2018	4	2	9	1				
Julia	f	old chimps	18	16/10/2018	4	2	10	1				
Julia	f	old chimps	18	16/10/2018	4	2	11	0				
Julia	f	old chimps	18	16/10/2018	4	2	12	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	1	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	2	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	3	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	4	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	5	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	6	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	7	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	8	0				
Amahirwe	m	old chimps	20	15/10/2018	4	2	9	0				
Amahirwe	m	old chimps	20	15/10/2018	4	2	10	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	11	1				
Amahirwe	m	old chimps	20	15/10/2018	4	2	12	1				
Zee	m	old chimps	18	16/10/2018	4	2	1	0				
Zee	m	old chimps	18	16/10/2018	4	2	2	0				
Zee	m	old chimps	18	16/10/2018	4	2	3	0				
Zee	m	old chimps	18	16/10/2018	4	2	4	0				
Zee	m	old chimps	18	16/10/2018	4	2	5	0				
Zee	m	old chimps	18	16/10/2018	4	2	6	1				
Zee	m	old chimps	18	16/10/2018	4	2	7	1				
Zee	m	old chimps	18	16/10/2018	4	2	8	1				
Zee	m	old chimps	18	16/10/2018	4	2	9	0				
Zee	m	old chimps	18	16/10/2018	4	2	10	0				
Zee	m	old chimps	18	16/10/2018	4	2	11	1				
Zee	m	old chimps	18	16/10/2018	4	2	12	1				
Alley	f	old chimps	31	14/11/2018	4	2	1	0				
Alley	f	old chimps	31	14/11/2018	4	2	2	1				
Alley	f	old chimps	31	14/11/2018	4	2	3	1				
Alley	f	old chimps	31	14/11/2018	4	2	4	1				
Alley	f	old chimps	31	14/11/2018	4	2	5	1				
Alley	f	old chimps	31	14/11/2018	4	2	6	1				
Alley	f	old chimps	31	14/11/2018	4	2	7	1				
Alley	f	old chimps	31	14/11/2018	4	2	8	0				
Alley	f	old chimps	31	14/11/2018	4	2	9	1				
Alley	f	old chimps	31	14/11/2018	4	2	10	1				
Alley	f	old chimps	31	14/11/2018	4	2	11	1				
Alley	f	old chimps	31	14/11/2018	4	2	12	1				
Oscar	m	old chimps	21	14/11/2018	4	2	1	0				
Oscar	m	old chimps	21	14/11/2018	4	2	2	1				
Oscar	m	old chimps	21	14/11/2018	4	2	3	1				
Oscar	m	old chimps	21	14/11/2018	4	2	4	0				
Oscar	m	old chimps	21	14/11/2018	4	2	5	1				
Oscar	m	old chimps	21	14/11/2018	4	2	6	1				
Oscar	m	old chimps	21	14/11/2018	4	2	7	0				
Oscar	m	old chimps	21	14/11/2018	4	2	8	1				
Oscar	m	old chimps	21	14/11/2018	4	2	9	1				
Oscar	m	old chimps	21	14/11/2018	4	2	10	1				
Oscar	m	old chimps	21	14/11/2018	4	2	11	0				
Oscar	m	old chimps	21	14/11/2018	4	2	12	0				
Judy	f	old chimps	35	14/11/2018	4	2	1	0				
Judy	f	old chimps	35	14/11/2018	4	2	2	0				
Judy	f	old chimps	35	14/11/2018	4	2	3	1				
Judy	f	old chimps	35	14/11/2018	4	2	4	1				
Judy	f	old chimps	35	14/11/2018	4	2	5	0				
Judy	f	old chimps	35	14/11/2018	4	2	6	0				
Judy	f	old chimps	35	14/11/2018	4	2	7	0				
Judy	f	old chimps	35	14/11/2018	4	2	8	1				
Judy	f	old chimps	35	14/11/2018	4	2	9	0				
Judy	f	old chimps	35	14/11/2018	4	2	10	1	session stopped after 10 min			
Judy	f	old chimps	35	14/11/2018	4	2	11					
Judy	f	old chimps	35	14/11/2018	4	2	12					
Ajabu	f	old chimps	10	14/11/2018	4	2	1	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	2	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	3	0				
Ajabu	f	old chimps	10	14/11/2018	4	2	4	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	5	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	6	0				
Ajabu	f	old chimps	10	14/11/2018	4	2	7	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	8	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	9	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	10	0				
Ajabu	f	old chimps	10	14/11/2018	4	2	11	1				
Ajabu	f	old chimps	10	14/11/2018	4	2	12	0				
Safari	m	old chimps	34	14/11/2018	4	2	1	0				
Safari	m	old chimps	34	14/11/2018	4	2	2	1				
Safari	m	old chimps	34	14/11/2018	4	2	3	1				
Safari	m	old chimps	34	14/11/2018	4	2	4	0				
Safari	m	old chimps	34	14/11/2018	4	2	5	0				
Safari	m	old chimps	34	14/11/2018	4	2	6	1				
Safari	m	old chimps	34	14/11/2018	4	2	7	1				
Safari	m	old chimps	34	14/11/2018	4	2	8	0				
Safari	m	old chimps	34	14/11/2018	4	2	9	1				
Safari	m	old chimps	34	14/11/2018	4	2	10	0				
Safari	m	old chimps	34	14/11/2018	4	2	11	0				
Safari	m	old chimps	34	14/11/2018	4	2	12	1				
George	m	old chimps	15	15/11/2018	4	2	1	1	stopped after 10 min			
George	m	old chimps	15		4	2	2					
George	m	old chimps	15		4	2	3					
George	m	old chimps	15		4	2	4					
George	m	old chimps	15		4	2	5					
George	m	old chimps	15		4	2	6					
George	m	old chimps	15		4	2	7					
George	m	old chimps	15		4	2	8					
George	m	old chimps	15		4	2	9					
George	m	old chimps	15		4	2	10					
George	m	old chimps	15		4	2	11					
George	m	old chimps	15		4	2	12					
Saidia	f	old chimps	15	16/11/2018	4	2	1	0				
Saidia	f	old chimps	15	16/11/2018	4	2	2	1				
Saidia	f	old chimps	15	16/11/2018	4	2	3	1				
Saidia	f	old chimps	15	16/11/2018	4	2	4	1				
Saidia	f	old chimps	15	16/11/2018	4	2	5	0				
Saidia	f	old chimps	15	16/11/2018	4	2	6	1				
Saidia	f	old chimps	15	16/11/2018	4	2	7	1				
Saidia	f	old chimps	15	16/11/2018	4	2	8	0				
Saidia	f	old chimps	15	16/11/2018	4	2	9	1				
Saidia	f	old chimps	15	16/11/2018	4	2	10	1				
Saidia	f	old chimps	15	16/11/2018	4	2	11	1				
Saidia	f	old chimps	15	16/11/2018	4	2	12	0				
Angela	f	old chimps	7	15/11/2018	4	2	1	1				
Angela	f	old chimps	7	15/11/2018	4	2	2	1				
Angela	f	old chimps	7	15/11/2018	4	2	3	1				
Angela	f	old chimps	7	15/11/2018	4	2	4	1				
Angela	f	old chimps	7	15/11/2018	4	2	5	1				
Angela	f	old chimps	7	15/11/2018	4	2	6	1				
Angela	f	old chimps	7	15/11/2018	4	2	7	1				
Angela	f	old chimps	7	15/11/2018	4	2	8	1				
Angela	f	old chimps	7	15/11/2018	4	2	9	1				
Angela	f	old chimps	7	15/11/2018	4	2	10	1				
Angela	f	old chimps	7	15/11/2018	4	2	11	1				
Angela	f	old chimps	7	15/11/2018	4	2	12	1				
Akela	f	young chimps	30	09/11/2018	4	1	1	0				
Akela	f	young chimps	30	09/11/2018	4	1	2	0				
Akela	f	young chimps	30	09/11/2018	4	1	3	0				
Akela	f	young chimps	30	09/11/2018	4	1	4	1				
Akela	f	young chimps	30	09/11/2018	4	1	5	0				
Akela	f	young chimps	30	09/11/2018	4	1	6	0				
Akela	f	young chimps	30	09/11/2018	4	1	7	1				
Akela	f	young chimps	30	09/11/2018	4	1	8	1				
Akela	f	young chimps	30	09/11/2018	4	1	9	1				
Akela	f	young chimps	30	09/11/2018	4	1	10	0				
Akela	f	young chimps	30	09/11/2018	4	1	11	1				
Akela	f	young chimps	30	09/11/2018	4	1	12	0				
Akela	f	young chimps	30	10/11/2018	4	2	1	1				
Akela	f	young chimps	30	10/11/2018	4	2	2	0				
Akela	f	young chimps	30	10/11/2018	4	2	3	1				
Akela	f	young chimps	30	10/11/2018	4	2	4	1				
Akela	f	young chimps	30	10/11/2018	4	2	5	0				
Akela	f	young chimps	30	10/11/2018	4	2	6	1				
Akela	f	young chimps	30	10/11/2018	4	2	7	0				
Akela	f	young chimps	30	10/11/2018	4	2	8	0				
Akela	f	young chimps	30	10/11/2018	4	2	9	1				
Akela	f	young chimps	30	10/11/2018	4	2	10	1				
Akela	f	young chimps	30	10/11/2018	4	2	11	1				
Akela	f	young chimps	30	10/11/2018	4	2	12	0				
Joy	f	young chimps	14	09/11/2018	4	2	1	1				
Joy	f	young chimps	14	09/11/2018	4	2	2	1				
Joy	f	young chimps	14	09/11/2018	4	2	3	1				
Joy	f	young chimps	14	09/11/2018	4	2	4	1				
Joy	f	young chimps	14	09/11/2018	4	2	5	0				
Joy	f	young chimps	14	09/11/2018	4	2	6	1				
Joy	f	young chimps	14	09/11/2018	4	2	7	0				
Joy	f	young chimps	14	09/11/2018	4	2	8	0				
Joy	f	young chimps	14	09/11/2018	4	2	9	1				
Joy	f	young chimps	14	09/11/2018	4	2	10	0				
Joy	f	young chimps	14	09/11/2018	4	2	11	1				
Joy	f	young chimps	14	09/11/2018	4	2	12	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	1	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	2	0				
Dufatanya	f	young chimps	27	09/11/2018	4	2	3	0				
Dufatanya	f	young chimps	27	09/11/2018	4	2	4	0				
Dufatanya	f	young chimps	27	09/11/2018	4	2	5	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	6	0				
Dufatanya	f	young chimps	27	09/11/2018	4	2	7	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	8	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	9	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	10	0				
Dufatanya	f	young chimps	27	09/11/2018	4	2	11	1				
Dufatanya	f	young chimps	27	09/11/2018	4	2	12	0				
Bahati	f	young chimps	25	09/11/2018	4	2	1	0				
Bahati	f	young chimps	25	09/11/2018	4	2	2	1				
Bahati	f	young chimps	25	09/11/2018	4	2	3	0				
Bahati	f	young chimps	25	09/11/2018	4	2	4	0				
Bahati	f	young chimps	25	09/11/2018	4	2	5	0				
Bahati	f	young chimps	25	09/11/2018	4	2	6	0				
Bahati	f	young chimps	25	09/11/2018	4	2	7	0				
Bahati	f	young chimps	25	09/11/2018	4	2	8	1				
Bahati	f	young chimps	25	09/11/2018	4	2	9	0				
Bahati	f	young chimps	25	09/11/2018	4	2	10	1				
Bahati	f	young chimps	25	09/11/2018	4	2	11	0				
Bahati	f	young chimps	25	09/11/2018	4	2	12	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	1	1	went often back to transparent cups she already had			
Niyonkuru	m	young chimps	28	09/11/2018	4	2	2	0				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	3	0				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	4	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	5	0				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	6	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	7	0				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	8	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	9	0				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	10	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	11	1				
Niyonkuru	m	young chimps	28	09/11/2018	4	2	12	0				
Kisa	m	young chimps	25	09/11/2018	4	1	1	1				
Kisa	m	young chimps	25	09/11/2018	4	1	2	0				
Kisa	m	young chimps	25	09/11/2018	4	1	3	1				
Kisa	m	young chimps	25	09/11/2018	4	1	4	0				
Kisa	m	young chimps	25	09/11/2018	4	1	5	0				
Kisa	m	young chimps	25	09/11/2018	4	1	6	1				
Kisa	m	young chimps	25	09/11/2018	4	1	7	1				
Kisa	m	young chimps	25	09/11/2018	4	1	8	0				
Kisa	m	young chimps	25	09/11/2018	4	1	9	1				
Kisa	m	young chimps	25	09/11/2018	4	1	10	0				
Kisa	m	young chimps	25	09/11/2018	4	1	11	0				
Kisa	m	young chimps	25	09/11/2018	4	1	12	1				
Kisa	m	young chimps	25	10/11/2018	4	2	1	1				
Kisa	m	young chimps	25	10/11/2018	4	2	2	1				
Kisa	m	young chimps	25	10/11/2018	4	2	3	1				
Kisa	m	young chimps	25	10/11/2018	4	2	4	0				
Kisa	m	young chimps	25	10/11/2018	4	2	5	0				
Kisa	m	young chimps	25	10/11/2018	4	2	6	1				
Kisa	m	young chimps	25	10/11/2018	4	2	7	1				
Kisa	m	young chimps	25	10/11/2018	4	2	8	1				
Kisa	m	young chimps	25	10/11/2018	4	2	9	1				
Kisa	m	young chimps	25	10/11/2018	4	2	10	0				
Kisa	m	young chimps	25	10/11/2018	4	2	11	1				
Kisa	m	young chimps	25	10/11/2018	4	2	12	1				
