Subject	Sex	Species	Age	Breeding	Session	Block	Trial	Trial_con	Trial_test	phase	condition	side	date	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	initial_time_code	initial_time	comment
Bangolo	m	chimpanzee	8	parent	1	1	1	1		p_training	training	r	43092.50359	l	0							et	28140			
Bangolo	m	chimpanzee	8	parent	1	1	2	2		p_training	training	r	43092.50383	r	1							et	488			
Bangolo	m	chimpanzee	8	parent	1	1	3	3		p_training	training	r	43092.50402	r	1							et	667			
Bangolo	m	chimpanzee	8	parent	1	1	4	4		p_training	training	l	43092.50479	r	0							et				got food on incorrect side by flipping the box up
Bangolo	m	chimpanzee	8	parent	1	1	5	5		p_training	training	l	43092.50591	r	0							et	2319			
Bangolo	m	chimpanzee	8	parent	1	1	6	6		p_training	training	l	43092.50623	r	0							et	2348			
Bangolo	m	chimpanzee	8	parent	1	1	7	7		p_training	training	r	43092.50639	r	1							et	479			
Bangolo	m	chimpanzee	8	parent	1	1	8	8		p_training	training	l	43092.50656	r	0							et	2280			
Bangolo	m	chimpanzee	8	parent	1	1	9	9		p_training	training	l	43092.50669	r	0							et	1279			
Bangolo	m	chimpanzee	8	parent	1	1	10	10		p_training	training	r	43092.50683	r	1							et	375			
Bangolo	m	chimpanzee	8	parent	1	1	11	11		p_training	training	l	43092.50698	r	0							et	2421			
Bangolo	m	chimpanzee	8	parent	1	1	12	12		p_training	training	r	43092.50733	r	1							et	682			
Bangolo	m	chimpanzee	8	parent	1	2	13	13		p_training	training	l	43092.5076	r	0							et	2079			
Bangolo	m	chimpanzee	8	parent	1	2	14	14		p_training	training	l	43092.50774	l	1							et	368			
Bangolo	m	chimpanzee	8	parent	1	2	15	15		p_training	training	r	43092.50787	l	0							et	2510			
Bangolo	m	chimpanzee	8	parent	1	2	16	16		p_training	training	r	43092.50807	r	1							et	388			
Bangolo	m	chimpanzee	8	parent	1	2	17	17		p_training	training	l	43092.50838	r	0							et	14614			
Bangolo	m	chimpanzee	8	parent	1	2	18	18		p_training	training	l	43092.50863	l	1							et	623			
Bangolo	m	chimpanzee	8	parent	1	2	19	19		p_training	training	l	43092.50903	l	1							et	13969			"latency incorrect, food was not in the food container when he started to move the box"
Bangolo	m	chimpanzee	8	parent	1	2	20	20		p_training	training	r	43092.50949	l	0							et	2110			
Bangolo	m	chimpanzee	8	parent	1	2	21	21		p_training	training	r	43092.50962	r	1							et	698			
Bangolo	m	chimpanzee	8	parent	1	2	22	22		p_training	training	r	43092.50976	r	1							et	570			
Bangolo	m	chimpanzee	8	parent	1	2	23	23		p_training	training	r	43092.50986	r	1							et	663			
Bangolo	m	chimpanzee	8	parent	1	2	24	24		p_training	training	l	43092.51005	r	0							et	5166			
Bangolo	m	chimpanzee	8	parent	2	1	1	25		p_training	training	l	43096.48185	r	0							et	3690			
Bangolo	m	chimpanzee	8	parent	2	1	2	26		p_training	training	r	43096.48238	l	0							et	2680			
Bangolo	m	chimpanzee	8	parent	2	1	3	27		p_training	training	r	43096.48253	r	1							et	593			
Bangolo	m	chimpanzee	8	parent	2	1	4	28		p_training	training	l	43096.48272	r	0							et	2826			
Bangolo	m	chimpanzee	8	parent	2	1	5	29		p_training	training	l	43096.48287	l	1							et	557			
Bangolo	m	chimpanzee	8	parent	2	1	6	30		p_training	training	l	43096.48307	l	1							et	721			
Bangolo	m	chimpanzee	8	parent	2	1	7	31		p_training	training	r	43096.48324	l	0							et	2644			
Bangolo	m	chimpanzee	8	parent	2	1	8	32		p_training	training	r	43096.48343	r	1							et	676			
Bangolo	m	chimpanzee	8	parent	2	1	9	33		p_training	training	r	43096.48356	r	1							et	717			
Bangolo	m	chimpanzee	8	parent	2	1	10	34		p_training	training	l	43096.48372	l	1							et	1091			
Bangolo	m	chimpanzee	8	parent	2	1	11	35		p_training	training	r	43096.4839	l	0							et	1875			
Bangolo	m	chimpanzee	8	parent	2	1	12	36		p_training	training	l	43096.48406	l	1							et	516			
Bangolo	m	chimpanzee	8	parent	2	2	13	37		p_training	training	r	43096.48428	r	1							et	795			
Bangolo	m	chimpanzee	8	parent	2	2	14	38		p_training	training	l	43096.48468	l	1							et	689			
Bangolo	m	chimpanzee	8	parent	2	2	15	39		p_training	training	r	43096.48483	r	1							et	578			
Bangolo	m	chimpanzee	8	parent	2	2	16	40		p_training	training	l	43096.48501	r	0							et	1652			
Bangolo	m	chimpanzee	8	parent	2	2	17	41		p_training	training	r	43096.48519	l	0							et	887			
Bangolo	m	chimpanzee	8	parent	2	2	18	42		p_training	training	r	43096.48537	r	1							et	643			
Bangolo	m	chimpanzee	8	parent	2	2	19	43		p_training	training	r	43096.48572	r	1							et	795			
Bangolo	m	chimpanzee	8	parent	2	2	20	44		p_training	training	l	43096.48595	r	0							et	1082			
Bangolo	m	chimpanzee	8	parent	2	2	21	45		p_training	training	l	43096.48616	l	1							et	701			
Bangolo	m	chimpanzee	8	parent	2	2	22	46		p_training	training	r	43096.48637	r	1							et	453			
Bangolo	m	chimpanzee	8	parent	2	2	23	47		p_training	training	l	43096.4866	l	1							et	641			
Bangolo	m	chimpanzee	8	parent	2	2	24	48		p_training	training	l	43096.48679	l	1							et	579			
Bangolo	m	chimpanzee	8	parent	3	1	1	49		p_training	training	l	43097.45032	r	0							et	653	it	1524	
Bangolo	m	chimpanzee	8	parent	3	1	2	50		p_training	training	l	43097.45054	l	1							et	535	it	967	
Bangolo	m	chimpanzee	8	parent	3	1	3	51		p_training	training	r	43097.45076	l	0							et	774	it	1279	
Bangolo	m	chimpanzee	8	parent	3	1	4	52		p_training	training	r	43097.4509	r	1							et	570	it	1828	
Bangolo	m	chimpanzee	8	parent	3	1	5	53		p_training	training	l	43097.45106	l	1							et	566	it	1564	
Bangolo	m	chimpanzee	8	parent	3	1	6	54		p_training	training	l	43097.45128	l	1							et	1082	it	1745	
Bangolo	m	chimpanzee	8	parent	3	1	7	55		p_training	training	r	43097.45144	r	1							et	614	it	1233	
Bangolo	m	chimpanzee	8	parent	3	1	8	56		p_training	training	r	43097.45164	r	1							et	590	it	2420	
Bangolo	m	chimpanzee	8	parent	3	1	9	57		p_training	training	l	43097.45183	l	1							et	517	it	2329	
Bangolo	m	chimpanzee	8	parent	3	1	10	58		p_training	training	l	43097.45205	r	0							et	988	it	1269	
Bangolo	m	chimpanzee	8	parent	3	1	11	59		p_training	training	r	43097.45226	r	1							et	586	it	1138	
Bangolo	m	chimpanzee	8	parent	3	1	12	60		p_training	training	r	43097.45247	r	1							et	639	it	1028	
Bangolo	m	chimpanzee	8	parent	3	2	13	61		p_training	training	r	43097.4528	r	1							et	609	it	1436	
Bangolo	m	chimpanzee	8	parent	3	2	14	62		p_training	training	r	43097.45296	r	1							et	510	it	1050	
Bangolo	m	chimpanzee	8	parent	3	2	15	63		p_training	training	l	43097.4531	r	0							et	900	it	1058	
Bangolo	m	chimpanzee	8	parent	3	2	16	64		p_training	training	l	43097.45325	l	1							et	585	it	1004	
Bangolo	m	chimpanzee	8	parent	3	2	17	65		p_training	training	r	43097.4534	r	1							et	453	it	1439	
Bangolo	m	chimpanzee	8	parent	3	2	18	66		p_training	training	l	43097.45358	l	1							et	439	it	1519	
Bangolo	m	chimpanzee	8	parent	3	2	19	67		p_training	training	r	43097.45384	r	1							et	451	it	2060	
Bangolo	m	chimpanzee	8	parent	3	2	20	68		p_training	training	l	43097.45402	l	1							et	596	it	1544	
Bangolo	m	chimpanzee	8	parent	3	2	21	69		p_training	training	r	43097.4542	r	1							et	433	it	2472	
Bangolo	m	chimpanzee	8	parent	3	2	22	70		p_training	training	l	43097.45438	l	1							et	553	it	1099	
Bangolo	m	chimpanzee	8	parent	3	2	23	71		p_training	training	r	43097.45464	r	1							et	423	it	1377	
Bangolo	m	chimpanzee	8	parent	3	2	24	72		p_training	training	l	43097.45508	l	1							et	363	it	2661	
Bangolo	m	chimpanzee	8	parent	4	1	1	73		p_test	training	l	43098.47801	r	0							et	586	it	809	
Bangolo	m	chimpanzee	8	parent	4	1	2	74	1	p_test	test	l	43098.47836	l	1	ct	452	cp	9	st	2143					
Bangolo	m	chimpanzee	8	parent	4	1	3	75		p_test	training	r	43098.47867	r	1							et	644	it	1611	
Bangolo	m	chimpanzee	8	parent	4	1	4	76		p_test	training	l	43098.47895	l	1							et	1570	it	1709	
Bangolo	m	chimpanzee	8	parent	4	1	5	77		p_test	training	l	43098.47917	l	1							et	534	it	772	
Bangolo	m	chimpanzee	8	parent	4	1	6	78		p_test	training	r	43098.47946	l	0							et	3318	it	1969	
Bangolo	m	chimpanzee	8	parent	4	1	7	79	2	p_test	test	r	43098.47983	r	1	ct		cp	21	st	1524					"did not record cp and ct, coded from video"
Bangolo	m	chimpanzee	8	parent	4	1	8	80		p_test	training	r	43098.48014	r	1							et	574	it	1519	
Bangolo	m	chimpanzee	8	parent	4	1	9	81		p_test	training	r	43098.48038	r	1							et	590	it	1015	
Bangolo	m	chimpanzee	8	parent	4	1	10	82		p_test	training	l	43098.48059	l	1							et	397	it	1386	
Bangolo	m	chimpanzee	8	parent	4	1	11	83	3	p_test	test	r	43098.48083	r	1	ct	651	cp	22	st	1309					
Bangolo	m	chimpanzee	8	parent	4	1	12	84		p_test	training	l	43098.4811	l	1							et	508	it	629	
Bangolo	m	chimpanzee	8	parent	4	2	13	85		p_test	training	r	43098.48142	r	1							et	373	it	1342	
Bangolo	m	chimpanzee	8	parent	4	2	14	86		p_test	training	l	43098.48163	l	1							et	931	it	974	
Bangolo	m	chimpanzee	8	parent	4	2	15	87		p_test	training	r	43098.48196	r	1							et	400	it	961	
Bangolo	m	chimpanzee	8	parent	4	2	16	88	4	p_test	test	l	43098.48216	l	1	ct	1153	cp	22	st	2308					
Bangolo	m	chimpanzee	8	parent	4	2	17	89		p_test	training	r	43098.48258	r	1							et	540	it	2917	
Bangolo	m	chimpanzee	8	parent	4	2	18	90		p_test	training	r	43098.48278	r	1							et	507	it	1022	
Bangolo	m	chimpanzee	8	parent	4	2	19	91		p_test	training	l	43098.48295	l	1							et	429	it	928	
Bangolo	m	chimpanzee	8	parent	4	2	20	92		p_test	training	r	43098.48313	r	1							et	512	it	963	
Bangolo	m	chimpanzee	8	parent	4	2	21	93		p_test	training	l	43098.48328	l	1							et	458	it	1120	
Bangolo	m	chimpanzee	8	parent	4	2	22	94	5	p_test	test	r	43098.48348	r	1	ct	752	cp	16	st	1207					
Bangolo	m	chimpanzee	8	parent	4	2	23	95		p_test	training	l	43098.48369	r	0							et	1862	it	1218	
Bangolo	m	chimpanzee	8	parent	4	2	24	96	6	p_test	test	l	43098.48396	l	1	ct	1153	cp	21	st	1443					
Bangolo	m	chimpanzee	8	parent	5	1	1	97		p_test	training	l	43099.4744	l	1							et	360	it	1473	
Bangolo	m	chimpanzee	8	parent	5	1	2	98		p_test	training	r	43099.47457	r	1							et	1780	it	1672	
Bangolo	m	chimpanzee	8	parent	5	1	3	99		p_test	training	l	43099.47481	l	1							et	431	it	1326	
Bangolo	m	chimpanzee	8	parent	5	1	4	100	7	p_test	test	l	43099.47501	l	1	ct	752	cp	15	st	1570					
Bangolo	m	chimpanzee	8	parent	5	1	5	101		p_test	training	r	43099.47525	r	1							et	1598	it	2507	
Bangolo	m	chimpanzee	8	parent	5	1	6	102	8	p_test	test	r	43099.47549	r	1	ct	1754	cp	22	st	2044					
Bangolo	m	chimpanzee	8	parent	5	1	7	103		p_test	training	l	43099.47569	l	1							et	1211	it	3015	
Bangolo	m	chimpanzee	8	parent	5	1	8	104		p_test	training	r	43099.47615	r	1							et	988	it	1423	first move corrected from video
Bangolo	m	chimpanzee	8	parent	5	1	9	105		p_test	training	r	43099.47647	r	1							et	645	it	1199	
Bangolo	m	chimpanzee	8	parent	5	1	10	106	9	p_test	test	r	43099.47668	r	1	ct	1304	cp	22	st	1547					
Bangolo	m	chimpanzee	8	parent	5	1	11	107		p_test	training	l	43099.47688	l	1							et	603	it	1626	
Bangolo	m	chimpanzee	8	parent	5	1	12	108		p_test	training	l	43099.47707	l	1							et	530	it	1881	
Bangolo	m	chimpanzee	8	parent	5	2	13	109		p_test	training	r	43099.47728	r	1							et	327	it	1883	
Bangolo	m	chimpanzee	8	parent	5	2	14	110		p_test	training	l	43099.47748	l	1							et	3353	it	947	
Bangolo	m	chimpanzee	8	parent	5	2	15	111		p_test	training	r	43099.47765	r	1							et	344	it	1242	
Bangolo	m	chimpanzee	8	parent	5	2	16	112	10	p_test	test	l	43099.47787	l	1	ct		cp	20	st	1272					"ct and cp were not recorded, coded from video"
Bangolo	m	chimpanzee	8	parent	5	2	17	113		p_test	training	l	43099.47819	l	1							et	510	it	759	
Bangolo	m	chimpanzee	8	parent	5	2	18	114		p_test	training	l	43099.47839	l	1							et	589	it	3701	
Bangolo	m	chimpanzee	8	parent	5	2	19	115		p_test	training	r	43099.47862	l	0							et	592	it	1108	
Bangolo	m	chimpanzee	8	parent	5	2	20	116	11	p_test	test	r	43099.47882	r	1	ct	1203	cp	22	st	1891					
Bangolo	m	chimpanzee	8	parent	5	2	21	117		p_test	training	l	43099.47899	l	1							et	488	it	1563	
Bangolo	m	chimpanzee	8	parent	5	2	22	118	12	p_test	test	l	43099.47956	l	1	ct	1054	cp	16	st	1664					
Bangolo	m	chimpanzee	8	parent	5	2	23	119		p_test	training	r	43099.47979	r	1							et	669	it	671	
Bangolo	m	chimpanzee	8	parent	5	2	24	120		p_test	training	r	43099.47999	r	1							et	1892	it	2205	
Bangolo	m	chimpanzee	8	parent	6	1	1	121		p_test	training	l	43102.48862	l	1							et	460	it	1181	
Bangolo	m	chimpanzee	8	parent	6	1	2	122	13	p_test	test	l	43102.48934	l	1	ct	1705	cp	22	st	2192					
Bangolo	m	chimpanzee	8	parent	6	1	3	123		p_test	training	r	43102.48955	r	1							et	503	it	1010	
Bangolo	m	chimpanzee	8	parent	6	1	4	124		p_test	training	l	43102.48973	l	1							et	562	it	1999	
Bangolo	m	chimpanzee	8	parent	6	1	5	125		p_test	training	l	43102.48993	l	1							et	511	it	1241	
Bangolo	m	chimpanzee	8	parent	6	1	6	126	14	p_test	test	r	43102.49013	r	1	ct	1103	cp	18	st	1422					
Bangolo	m	chimpanzee	8	parent	6	1	7	127		p_test	training	r	43102.49041	r	1							et	621	it	1189	
Bangolo	m	chimpanzee	8	parent	6	1	8	128		p_test	training	r	43102.49058	r	1							et	600	it	713	
Bangolo	m	chimpanzee	8	parent	6	1	9	129	15	p_test	test	l	43102.49082	l	1	ct	1103	cp	17	st	1389					
Bangolo	m	chimpanzee	8	parent	6	1	10	130		p_test	training	r	43102.49104	r	1							et	552	it	1864	
Bangolo	m	chimpanzee	8	parent	6	1	11	131		p_test	training	r	43102.49126	r	1							et	419	it	1421	
Bangolo	m	chimpanzee	8	parent	6	1	12	132		p_test	training	l	43102.49147	l	1							et	571	it	1351	
Bangolo	m	chimpanzee	8	parent	6	2	13	133		p_test	training	l	43102.49176	l	1							et	638	it	1246	
Bangolo	m	chimpanzee	8	parent	6	2	14	134		p_test	training	r	43102.49206	r	1							et	658	it	1421	
Bangolo	m	chimpanzee	8	parent	6	2	15	135	16	p_test	test	r	43102.49234	r	1	ct	1203	cp	22	st	2128					
Bangolo	m	chimpanzee	8	parent	6	2	16	136		p_test	training	l	43102.49266	l	1							et	614	it	992	
Bangolo	m	chimpanzee	8	parent	6	2	17	137		p_test	training	r	43102.49294	r	1							et	1096	it	1021	
Bangolo	m	chimpanzee	8	parent	6	2	18	138	17	p_test	test	r	43102.49323	r	1	ct	1053	cp	12	st	1261					
Bangolo	m	chimpanzee	8	parent	6	2	19	139		p_test	training	l	43102.49353	l	1							et	542	it	1149	
Bangolo	m	chimpanzee	8	parent	6	2	20	140		p_test	training	r	43102.49388	l	0							et	2187	it	1528	
Bangolo	m	chimpanzee	8	parent	6	2	21	141		p_test	training	l	43102.49422	l	1							et	1256	it	808	
Bangolo	m	chimpanzee	8	parent	6	2	22	142		p_test	training	r	43102.49444	l	0							et	856	it	1028	
Bangolo	m	chimpanzee	8	parent	6	2	23	143		p_test	training	l	43102.49469	l	1							et	470	it	1554	
Bangolo	m	chimpanzee	8	parent	6	2	24	144	18	p_test	test	l	43102.49498	l	1	ct	301	cp	1	st	1290					
Bangolo	m	chimpanzee	8	parent	7	1	1	145		p_test	training	l	43103.41537	l	1							et	678	it	1114	
Bangolo	m	chimpanzee	8	parent	7	1	2	146		p_test	training	r	43103.41561	r	1							et	437	it	906	
Bangolo	m	chimpanzee	8	parent	7	1	3	147		p_test	training	l	43103.41581	l	1							et	455	it	1099	
Bangolo	m	chimpanzee	8	parent	7	1	4	148	19	p_test	test	r	43103.41605	r	1	ct		cp		st	1136					cp and ct not recorded
Bangolo	m	chimpanzee	8	parent	7	1	5	149		p_test	training	r	43103.41647	r	1							et	443	it	1891	
Bangolo	m	chimpanzee	8	parent	7	1	6	150	20	p_test	test	l	43103.41669	l	1	ct	602	cp	15	st	943					
Bangolo	m	chimpanzee	8	parent	7	1	7	151		p_test	training	r	43103.417	r	1							et	447	it	1598	
Bangolo	m	chimpanzee	8	parent	7	1	8	152		p_test	training	l	43103.41719	l	1							et	368	it	1582	
Bangolo	m	chimpanzee	8	parent	7	1	9	153		p_test	training	l	43103.41743	l	1							et	530	it	1014	
Bangolo	m	chimpanzee	8	parent	7	1	10	154	21	p_test	test	r	43103.41766	r	1	ct	551	cp	12	st	827					
Bangolo	m	chimpanzee	8	parent	7	1	11	155		p_test	training	r	43103.41789	r	1							et	544	it	960	
Bangolo	m	chimpanzee	8	parent	7	1	12	156		p_test	training	l	43103.4181	l	1							et	552	it	1098	
Bangolo	m	chimpanzee	8	parent	7	2	13	157		p_test	training	l	43103.41832	l	1							et	472	it	1382	
Bangolo	m	chimpanzee	8	parent	7	2	14	158		p_test	training	r	43103.41852	r	1							et	467	it	1174	
Bangolo	m	chimpanzee	8	parent	7	2	15	159	22	p_test	test	l	43103.41875	l	1	ct	803	cp	22	st	1153					
Bangolo	m	chimpanzee	8	parent	7	2	16	160		p_test	training	r														
Bangolo	m	chimpanzee	8	parent	7	2	17	161		p_test	training	r	43103.41948	r	1							et	633	it	3188	
Bangolo	m	chimpanzee	8	parent	7	2	18	162	23	p_test	test	r	43103.41988	r	1	ct	803	cp	18	st	1142					
Bangolo	m	chimpanzee	8	parent	7	2	19	163		p_test	training	l	43103.42012	l	1							et	631	it	928	
Bangolo	m	chimpanzee	8	parent	7	2	20	164		p_test	training	r	43103.42035	r	1							et	495	it	1245	
Bangolo	m	chimpanzee	8	parent	7	2	21	165		p_test	training	l	43103.42051	l	1							et	1023	it	1403	
Bangolo	m	chimpanzee	8	parent	7	2	22	166		p_test	training	r	43103.42072	r	1							et	428	it	1537	
Bangolo	m	chimpanzee	8	parent	7	2	23	167		p_test	training	l	43103.42089	l	1							et	571	it	976	
Bangolo	m	chimpanzee	8	parent	7	2	24	168	24	p_test	test	l	43103.4211	l	1	ct	902	cp	22	st	1296					
Dorien	f	chimpanzee	37	hand reared	1	1	1	1		p_training	training	r	43115.40228	l	0							et	6964	it		
Dorien	f	chimpanzee	37	hand reared	1	1	2	2		p_training	training	l	43115.40318	r	0							et	9458	it	2665	
Dorien	f	chimpanzee	37	hand reared	1	1	3	3		p_training	training	r	43115.4036	r	1							et	984	it	1905	
Dorien	f	chimpanzee	37	hand reared	1	1	4	4		p_training	training	l	43115.40407	r	0							et	3602	it	2414	
Dorien	f	chimpanzee	37	hand reared	1	1	5	5		p_training	training	r	43115.40468	r	1							et	488	it	1681	
Dorien	f	chimpanzee	37	hand reared	1	1	6	6		p_training	training	l	43115.40492	r	0							et	1756	it	1580	
Dorien	f	chimpanzee	37	hand reared	1	1	7	7		p_training	training	r	43115.40532	r	1							et	640	it	1642	
Dorien	f	chimpanzee	37	hand reared	1	1	8	8		p_training	training	l	43115.40559	r	0							et	1677	it	1548	
Dorien	f	chimpanzee	37	hand reared	1	1	9	9		p_training	training	l	43115.40588	r	0							et	1503	it	1438	
Dorien	f	chimpanzee	37	hand reared	1	1	10	10		p_training	training	r	43115.40627	l	0							et	3492	it	1541	
Dorien	f	chimpanzee	37	hand reared	1	1	11	11		p_training	training	r	43115.40656	l	0							et	669	it	1747	
Dorien	f	chimpanzee	37	hand reared	1	1	12	12		p_training	training	l	43115.4069	r	0							et	2672	it	1669	
Dorien	f	chimpanzee	37	hand reared	1	2	13	13		p_training	training	l	43115.40722	l	1							et	576	it	1217	
Dorien	f	chimpanzee	37	hand reared	1	2	14	14		p_training	training	r	43115.40745	l	0							et	1931	it	1408	
Dorien	f	chimpanzee	37	hand reared	1	2	15	15		p_training	training	l	43115.40775	l	1							et	451	it	1350	
Dorien	f	chimpanzee	37	hand reared	1	2	16	16		p_training	training	r	43115.40819	l	0							et	4447	it	981	
Dorien	f	chimpanzee	37	hand reared	1	2	17	17		p_training	training	r	43115.40861	l	0							et	1257	it	1487	
Dorien	f	chimpanzee	37	hand reared	1	2	18	18		p_training	training	r		r	1											not recorded
Dorien	f	chimpanzee	37	hand reared	1	2	19	19		p_training	training	r		r	1											not recorded
Dorien	f	chimpanzee	37	hand reared	1	2	20	20		p_training	training	l	43115.41007	r	0							et	2177	it	3473	
Dorien	f	chimpanzee	37	hand reared	1	2	21	21		p_training	training	l	43115.4103	l	1							et	502	it	1005	
Dorien	f	chimpanzee	37	hand reared	1	2	22	22		p_training	training	l		l	1											not recorded
Dorien	f	chimpanzee	37	hand reared	1	2	23	23		p_training	training	r	43115.41153	r	1							et	738	it	2280	
Dorien	f	chimpanzee	37	hand reared	1	2	24	24		p_training	training	l	43115.41191	r	0							et	1629	it	1838	
Dorien	f	chimpanzee	37	hand reared	2	1	1	25		p_training	training	l	43117.36788	r	0							et	2879	it	2360	
Dorien	f	chimpanzee	37	hand reared	2	1	2	26		p_training	training	l	43117.36809	l	1							et	543	it	1463	
Dorien	f	chimpanzee	37	hand reared	2	1	3	27		p_training	training	r	43117.36837	l	0							et	1917	it	1674	
Dorien	f	chimpanzee	37	hand reared	2	1	4	28		p_training	training	r	43117.36867	r	1							et	483	it	1869	
Dorien	f	chimpanzee	37	hand reared	2	1	5	29		p_training	training	r	43117.36883	r	1							et	500	it	1381	
Dorien	f	chimpanzee	37	hand reared	2	1	6	30		p_training	training	r	43117.36897	r	1							et	517	it	1233	
Dorien	f	chimpanzee	37	hand reared	2	1	7	31		p_training	training	l	43117.36917	l	1							et	474	it	1885	
Dorien	f	chimpanzee	37	hand reared	2	1	8	32		p_training	training	l	43117.36938	l	1							et	780	it	678	
Dorien	f	chimpanzee	37	hand reared	2	1	9	33		p_training	training	r	43117.36959	r	1							et	507	it	1741	
Dorien	f	chimpanzee	37	hand reared	2	1	10	34		p_training	training	r	43117.36988	r	1							et	641	it	2224	
Dorien	f	chimpanzee	37	hand reared	2	1	11	35		p_training	training	l	43117.37008	r	0							et	1525	it	1881	
Dorien	f	chimpanzee	37	hand reared	2	1	12	36		p_training	training	l	43117.37041	r	0							et	2093	it	1508	
Dorien	f	chimpanzee	37	hand reared	2	2	13	37		p_training	training	r	43117.37073	r	1							et	651	it	1376	
Dorien	f	chimpanzee	37	hand reared	2	2	14	38		p_training	training	l	43117.37098	r	0							et	2231	it	1464	
Dorien	f	chimpanzee	37	hand reared	2	2	15	39		p_training	training	l	43117.37138	l	1							et	477	it	4567	
Dorien	f	chimpanzee	37	hand reared	2	2	16	40		p_training	training	r	43117.37156	r	1							et	449	it	1572	
Dorien	f	chimpanzee	37	hand reared	2	2	17	41		p_training	training	r	43117.37176	r	1							et	503	it	1693	
Dorien	f	chimpanzee	37	hand reared	2	2	18	42		p_training	training	r	43117.37198	r	1							et	869	it	2050	
Dorien	f	chimpanzee	37	hand reared	2	2	19	43		p_training	training	l	43117.37219	r	0							et	1875	it	1597	
Dorien	f	chimpanzee	37	hand reared	2	2	20	44		p_training	training	l		l	1											not recorded
Dorien	f	chimpanzee	37	hand reared	2	2	21	45		p_training	training	r	43117.37299	r	1							et	804	it	8560	
Dorien	f	chimpanzee	37	hand reared	2	2	22	46		p_training	training	l	43117.37362	l	1							et	403	it	3134	
Dorien	f	chimpanzee	37	hand reared	2	2	23	47		p_training	training	l	43117.37383	l	1							et	671	it	1771	
Dorien	f	chimpanzee	37	hand reared	2	2	24	48		p_training	training	r	43117.37406	r	1							et	767	it	1801	
Dorien	f	chimpanzee	37	hand reared	3	1	1	49		p_test	training	l	43118.38056	l	1							et	618	it	4338	
Dorien	f	chimpanzee	37	hand reared	3	1	2	50		p_test	training	l		l	1											not recorded
Dorien	f	chimpanzee	37	hand reared	3	1	3	51		p_test	training	r	43118.38194	r	1							et	887	it	23694	
Dorien	f	chimpanzee	37	hand reared	3	1	4	52	1	p_test	test	r	43118.38194	l	0	ct	4963	cp	12	st	9249					
Dorien	f	chimpanzee	37	hand reared	3	1	5	53		p_test	training	l		l	1											not recorded
Dorien	f	chimpanzee	37	hand reared	3	1	6	54		p_test	training	r	43118.38264	r	1							et	1004	it	6914	
Dorien	f	chimpanzee	37	hand reared	3	1	7	55	2	p_test	test	l	43118.38403	l	1	ct	1153	cp	21	st	1599					
Dorien	f	chimpanzee	37	hand reared	3	1	8	56		p_test	training	r	43118.38472	r	1							et	1083	it	1101	
Dorien	f	chimpanzee	37	hand reared	3	1	9	57		p_test	training	r	43118.38472	r	1							et	625	it	1380	
Dorien	f	chimpanzee	37	hand reared	3	1	10	58	3	p_test	test	l	43118.38542	r	0	ct	902	cp	22	st	3439					
Dorien	f	chimpanzee	37	hand reared	3	1	11	59		p_test	training	l	43118.38542	l	1							et	3610	it	1630	
Dorien	f	chimpanzee	37	hand reared	3	1	12	60		p_test	training	r	43118.38611	r	1							et	814	it	3311	
Dorien	f	chimpanzee	37	hand reared	3	2	13	61		p_test	training	l	43118.38681	r	0							et	1022	it	1662	
Dorien	f	chimpanzee	37	hand reared	3	2	14	62		p_test	training	l	43118.38681	l	1							et	536	it	1357	
Dorien	f	chimpanzee	37	hand reared	3	2	15	63	4	p_test	test	r	43118.3875	l	0	ct	1103	cp	17	st	1307					
Dorien	f	chimpanzee	37	hand reared	3	2	16	64		p_test	training	r	43118.3875	l	0							et	2759	it	1503	
Dorien	f	chimpanzee	37	hand reared	3	2	17	65		p_test	training	l		l	1											not recorded
Dorien	f	chimpanzee	37	hand reared	3	2	18	66	5	p_test	test	l	43118.38958	l	1	ct	953	cp	22	st	1916					
Dorien	f	chimpanzee	37	hand reared	3	2	19	67		p_test	training	r	43118.38958	r	1							et	481	it	3046	
Dorien	f	chimpanzee	37	hand reared	3	2	20	68		p_test	training	l	43118.39028	l	1							et	398	it	2818	
Dorien	f	chimpanzee	37	hand reared	3	2	21	69		p_test	training	r	43118.39028	r	1							et	536	it	2088	
Dorien	f	chimpanzee	37	hand reared	3	2	22	70		p_test	training	r	43118.39028	r	1							et	503	it	1531	
Dorien	f	chimpanzee	37	hand reared	3	2	23	71	6	p_test	test	l	43118.39097	l	1	ct		cp	16	st	1580					"cp and ct not recorded, coded from video"
Dorien	f	chimpanzee	37	hand reared	3	2	24	72		p_test	training	l	43118.39097	r	0							et	1336	it	2276	
Dorien	f	chimpanzee	37	hand reared	4	1	1	73		p_test	training	l	43124.37339	l	1							et	509	it	4664	
Dorien	f	chimpanzee	37	hand reared	4	1	2	74		p_test	training	l	43124.37365	l	1							et	480	it	1925	
Dorien	f	chimpanzee	37	hand reared	4	1	3	75		p_test	training	l	43124.37384	l	1							et	577	it	971	
Dorien	f	chimpanzee	37	hand reared	4	1	4	76		p_test	training	r	43124.37434	l	0							et	1434	it	1250	
Dorien	f	chimpanzee	37	hand reared	4	1	5	77	7	p_test	test	l	43124.37484	l	1	ct	802	cp	19	st	1230					
