Subject	Sex	Species	Age	Breeding	Session	Block	Trial	Trial_con	Trial_test	phase	condition	side	date	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	initial_time_code	initial_time	comment
Frodo	m	chimpanzee	24	parent	3	1	1	49		p_test	training	l	43103.4242	l	1							et	501	it	7556	
Frodo	m	chimpanzee	24	parent	3	1	2	50	7	p_test	test	r	43103.42447	r	1	ct	1605	cp	22	st	2027					
Frodo	m	chimpanzee	24	parent	3	1	3	51		p_test	training	l	43103.42475	l	1							et	398	it	1768	
Frodo	m	chimpanzee	24	parent	3	1	4	52		p_test	training	r	43103.42495	r	1							et	760	it	1940	
Frodo	m	chimpanzee	24	parent	3	1	5	53	8	p_test	test	l	43103.42516	l	1	ct	1553	cp	22	st	2160					
Frodo	m	chimpanzee	24	parent	3	1	6	54		p_test	training	l	43103.42542	l	1							et	336	it	1758	
Frodo	m	chimpanzee	24	parent	3	1	7	55		p_test	training	r	43103.42564	r	1							et	584	it	1893	
Frodo	m	chimpanzee	24	parent	3	1	8	56		p_test	training	r	43103.42581	r	1							et	686	it	1897	
Frodo	m	chimpanzee	24	parent	3	1	9	57		p_test	training	r	43103.42598	r	1							et	585	it	2622	
Frodo	m	chimpanzee	24	parent	3	1	10	58		p_test	training	l	43103.42615	l	1							et	418	it	1743	
Frodo	m	chimpanzee	24	parent	3	1	11	59	9	p_test	test	r	43103.42641	r	1	ct	1403	cp	14	st	1677					
Frodo	m	chimpanzee	24	parent	3	1	12	60		p_test	training	l	43103.4267	l	1							et	363	it	1510	
Frodo	m	chimpanzee	24	parent	3	2	13	61		p_test	training	l	43103.42694	l	1							et	403	it	1664	
Frodo	m	chimpanzee	24	parent	3	2	14	62		p_test	training	r	43103.42728	r	1							et	12760	it	1681	"slider was stuck, hard to move"
Frodo	m	chimpanzee	24	parent	3	2	15	63	10	p_test	test	l	43103.42771	l	1	ct	1153	cp	22	st	1462					
Frodo	m	chimpanzee	24	parent	3	2	16	64		p_test	training	r	43103.42792	r	1							et	692	it	2369	
Frodo	m	chimpanzee	24	parent	3	2	17	65		p_test	training	l	43103.4281	l	1							et	393	it	1569	
Frodo	m	chimpanzee	24	parent	3	2	18	66		p_test	training	l	43103.42837	l	1							et	382	it	1643	
Frodo	m	chimpanzee	24	parent	3	2	19	67	11	p_test	test	l	43103.42859	l	1	ct	451	cp	3	st	1607					
Frodo	m	chimpanzee	24	parent	3	2	20	68		p_test	training	r	43103.42899	r	1							et	463	it	1758	check ct and cp
Frodo	m	chimpanzee	24	parent	3	2	21	69	12	p_test	test	r	43103.42924	r	1	ct	1805	cp	22	st	6518					
Frodo	m	chimpanzee	24	parent	3	2	22	70		p_test	training	r	43103.42953	r	1							et	417	it	4528	
Frodo	m	chimpanzee	24	parent	3	2	23	71		p_test	training	r	43103.4297	r	1							et	434	it	2254	
Frodo	m	chimpanzee	24	parent	3	2	24	72		p_test	training	l	43103.43002	l	1							et	444	it	1629	
Frodo	m	chimpanzee	24	parent	4	1	1	73		p_test	training	r	43115.42828	r	1							et	594	it		
Frodo	m	chimpanzee	24	parent	4	1	2	74		p_test	training	l	43115.42848	l	1							et	510	it	4421	
Frodo	m	chimpanzee	24	parent	4	1	3	75	13	p_test	test	r	43115.42875	r	1	ct	1454	cp	18	st	1730					
Frodo	m	chimpanzee	24	parent	4	1	4	76		p_test	training	r	43115.42904	r	1							et	857	it	1816	
Frodo	m	chimpanzee	24	parent	4	1	5	77		p_test	training	l	43115.42927	l	1							et	472	it	1853	
Frodo	m	chimpanzee	24	parent	4	1	6	78	14	p_test	test	l	43115.42949	l	1	ct	1103	cp	21	st	1599					
Frodo	m	chimpanzee	24	parent	4	1	7	79		p_test	training	l	43115.42975	l	1							et	2018	it	1909	
Frodo	m	chimpanzee	24	parent	4	1	8	80		p_test	training	r	43115.43003	r	1							et	511	it	1836	
Frodo	m	chimpanzee	24	parent	4	1	9	81		p_test	training	r	43115.43025	r	1							et	518	it	2069	
Frodo	m	chimpanzee	24	parent	4	1	10	82		p_test	training	l	43115.43045	l	1							et	500	it	1899	
Frodo	m	chimpanzee	24	parent	4	1	11	83	15	p_test	test	l	43115.43072	l	1	ct	1103	cp	21	st	1420					
Frodo	m	chimpanzee	24	parent	4	1	12	84	16	p_test	test	r	43115.43106	r	1	ct	1155	cp	22	st	1450					
Frodo	m	chimpanzee	24	parent	4	2	13	85		p_test	training	r	43115.43155	r	1							et	398	it	1753	
Frodo	m	chimpanzee	24	parent	4	2	14	86		p_test	training	r	43115.43183	r	1							et	427	it	2068	
Frodo	m	chimpanzee	24	parent	4	2	15	87		p_test	training	l	43115.43207	l	1							et	360	it	1598	
Frodo	m	chimpanzee	24	parent	4	2	16	88		p_test	training	l	43115.43228	l	1							et	399	it	2082	
Frodo	m	chimpanzee	24	parent	4	2	17	89		p_test	training	r	43115.43249	r	1							et	595	it	2020	
Frodo	m	chimpanzee	24	parent	4	2	18	90	17	p_test	test	l	43115.43279	l	1	ct	952	cp	22	st	1234					
Frodo	m	chimpanzee	24	parent	4	2	19	91		p_test	training	l	43115.43317	l	1							et	326	it	1666	
Frodo	m	chimpanzee	24	parent	4	2	20	92		p_test	training	r	43115.43344	r	1							et	405	it	1330	
Frodo	m	chimpanzee	24	parent	4	2	21	93		p_test	training	r	43115.43368	r	1							et	350	it	1698	
Frodo	m	chimpanzee	24	parent	4	2	22	94		p_test	training	l	43115.43392	l	1							et	350	it	1546	
Frodo	m	chimpanzee	24	parent	4	2	23	95	18	p_test	test	r	43115.43416	r	1	ct	1052	cp	22	st	1379					
Frodo	m	chimpanzee	24	parent	4	2	24	96		p_test	training	l	43115.43447	l	1							et	358	it	2522	
Frodo	m	chimpanzee	24	parent	5	1	1	97		p_test	training	l	43116.37149	l	1							et	481	it	5455	
Frodo	m	chimpanzee	24	parent	5	1	2	98	19	p_test	test	r	43116.37176	r	1	ct	1304	cp	20	st	1577					
Frodo	m	chimpanzee	24	parent	5	1	3	99		p_test	training	r	43116.37206	r	1							et	379	it	1796	
Frodo	m	chimpanzee	24	parent	5	1	4	100		p_test	training	l	43116.37233	l	1							et	326	it	1870	
Frodo	m	chimpanzee	24	parent	5	1	5	101		p_test	training	l	43116.3726	l	1							et	392	it	2188	
Frodo	m	chimpanzee	24	parent	5	1	6	102		p_test	training	r	43116.37284	r	1							et	407	it	1775	
Frodo	m	chimpanzee	24	parent	5	1	7	103	20	p_test	test	l	43116.37331	l	1	ct	1153	cp	21	st	1452					
Frodo	m	chimpanzee	24	parent	5	1	8	104		p_test	training	r	43116.3736	r	1							et	454	it	2991	
Frodo	m	chimpanzee	24	parent	5	1	9	105		p_test	training	r	43116.37381	r	1							et	405	it	2459	
Frodo	m	chimpanzee	24	parent	5	1	10	106		p_test	training	l	43116.37404	l	1							et	378	it	1782	
Frodo	m	chimpanzee	24	parent	5	1	11	107		p_test	training	l	43116.37421	l	1							et	380	it	1852	
Frodo	m	chimpanzee	24	parent	5	1	12	108	21	p_test	test	r	43116.37451	r	1	ct	1203	cp	22	st	1467					
Frodo	m	chimpanzee	24	parent	5	2	13	109		p_test	training	l	43116.37481	l	1							et	358	it	1677	
Frodo	m	chimpanzee	24	parent	5	2	14	110	22	p_test	test	l	43116.37503	l	1	ct	1053	cp	21	st	1300					
Frodo	m	chimpanzee	24	parent	5	2	15	111		p_test	training	r	43116.37532	r	1							et	369	it	1910	
Frodo	m	chimpanzee	24	parent	5	2	16	112		p_test	training	r	43116.37552	r	1							et	432	it	2555	
Frodo	m	chimpanzee	24	parent	5	2	17	113		p_test	training	l	43116.37572	l	1							et	392	it	2050	
Frodo	m	chimpanzee	24	parent	5	2	18	114		p_test	training	l	43116.37587	l	1							et	330	it	1695	
Frodo	m	chimpanzee	24	parent	5	2	19	115	23	p_test	test	r	43116.37605	r	1	ct	1303	cp	15	st	1476					
Frodo	m	chimpanzee	24	parent	5	2	20	116		p_test	training	r	43116.37626	r	1							et	601	it	1943	
Frodo	m	chimpanzee	24	parent	5	2	21	117		p_test	training	r	43116.37646	r	1							et	428	it	2757	
Frodo	m	chimpanzee	24	parent	5	2	22	118		p_test	training	l	43116.37669	l	1							et	360	it	2363	
Frodo	m	chimpanzee	24	parent	5	2	23	119	24	p_test	test	l	43116.3769	l	1	ct	1003	cp	21	st	1281					
Frodo	m	chimpanzee	24	parent	5	2	24	120		p_test	training	r	43116.37715	r	1							et	370	it	1913	
Kofi	m	chimpanzee	12	parent	1	1	1	1		p_training	training	l	43092.51446	l	1							et	12861			"Kofi was vocalizing and pant-hooting after the first move of the slider, he reacted to screams in the indoor enclosure"
Kofi	m	chimpanzee	12	parent	1	1	2	2		p_training	training	r	43092.51466	l	0							et	4673			
Kofi	m	chimpanzee	12	parent	1	1	3	3		p_training	training	r	43092.51481	r	1							et	1006			
Kofi	m	chimpanzee	12	parent	1	1	4	4		p_training	training	r	43092.51505	r	1							et	1022			
Kofi	m	chimpanzee	12	parent	1	1	5	5		p_training	training	l	43092.51524	l	1							et	1001			
Kofi	m	chimpanzee	12	parent	1	1	6	6		p_training	training	l	43092.51539	l	1							et	1019			
Kofi	m	chimpanzee	12	parent	1	1	7	7		p_training	training	l	43092.51556	l	1							et	1157			
Kofi	m	chimpanzee	12	parent	1	1	8	8		p_training	training	r	43092.51571	r	1							et	997			
Kofi	m	chimpanzee	12	parent	1	1	9	9		p_training	training	l	43092.51594	l	1							et	821			
Kofi	m	chimpanzee	12	parent	1	1	10	10		p_training	training	r	43092.51619	r	1							et	843			
Kofi	m	chimpanzee	12	parent	1	1	11	11		p_training	training	l	43092.51645	l	1							et	860			
Kofi	m	chimpanzee	12	parent	1	1	12	12		p_training	training	r	43092.51664	r	1							et	1185			
Kofi	m	chimpanzee	12	parent	1	2	13	13		p_training	training	l	43092.51688	l	1							et	980			
Kofi	m	chimpanzee	12	parent	1	2	14	14		p_training	training	r	43092.51707	r	1							et	924			
Kofi	m	chimpanzee	12	parent	1	2	15	15		p_training	training	r	43092.51728	r	1							et	1148			
Kofi	m	chimpanzee	12	parent	1	2	16	16		p_training	training	l	43092.51743	l	1							et	739			
Kofi	m	chimpanzee	12	parent	1	2	17	17		p_training	training	l	43092.51762	l	1							et	692			
Kofi	m	chimpanzee	12	parent	1	2	18	18		p_training	training	l	43092.51782	l	1							et	716			
Kofi	m	chimpanzee	12	parent	1	2	19	19		p_training	training	r	43092.51801	r	1							et	1235			
Kofi	m	chimpanzee	12	parent	1	2	20	20		p_training	training	r	43092.51816	r	1							et	888			
Kofi	m	chimpanzee	12	parent	1	2	21	21		p_training	training	r	43092.5183	r	1							et	1070			
Kofi	m	chimpanzee	12	parent	1	2	22	22		p_training	training	l	43092.51848	l	1							et	865			
Kofi	m	chimpanzee	12	parent	1	2	23	23		p_training	training	l	43092.51866	l	1							et	1599			
Kofi	m	chimpanzee	12	parent	1	2	24	24		p_training	training	r	43092.5188	r	1							et	1464			
Kofi	m	chimpanzee	12	parent	2	1	1	25		p_test	training	r	43096.48869	r	1							et	927			
Kofi	m	chimpanzee	12	parent	2	1	2	26	1	p_test	test	r	43096.48892	r	1	ct	2256	cp	22	st	2944					
Kofi	m	chimpanzee	12	parent	2	1	3	27		p_test	training	l	43096.48926	l	1							et	600			
Kofi	m	chimpanzee	12	parent	2	1	4	28		p_test	training	r	43096.48948	r	1							et	1170			
Kofi	m	chimpanzee	12	parent	2	1	5	29		p_test	training	l	43096.48968	l	1							et	797			
Kofi	m	chimpanzee	12	parent	2	1	6	30	2	p_test	test	l	43096.49005	l	1	ct	2657	cp	16	st	3176					
Kofi	m	chimpanzee	12	parent	2	1	7	31		p_test	training	r	43096.49031	r	1							et	641			
Kofi	m	chimpanzee	12	parent	2	1	8	32		p_test	training	l	43096.49051	l	1							et	883			
Kofi	m	chimpanzee	12	parent	2	1	9	33		p_test	training	l	43096.49073	l	1							et	961			
Kofi	m	chimpanzee	12	parent	2	1	10	34		p_test	training	r	43096.49094	r	1							et	1013			
Kofi	m	chimpanzee	12	parent	2	1	11	35	3	p_test	test	l	43096.49113	l	1	ct	1705	cp	21	st	2422					
Kofi	m	chimpanzee	12	parent	2	1	12	36		p_test	training	r	43096.49137	r	1							et	1049			
Kofi	m	chimpanzee	12	parent	2	2	13	37		p_test	training	l	43096.49189	l	1							et	901			
Kofi	m	chimpanzee	12	parent	2	2	14	38		p_test	training	l	43096.49206	l	1							et	1086			
Kofi	m	chimpanzee	12	parent	2	2	15	39		p_test	training	r	43096.49225	r	1							et	1487			
Kofi	m	chimpanzee	12	parent	2	2	16	40	4	p_test	test	r	43096.49247	r	1	ct	1304	cp	9	st	2618					
Kofi	m	chimpanzee	12	parent	2	2	17	41		p_test	training	l	43096.49273	l	1							et	986			
Kofi	m	chimpanzee	12	parent	2	2	18	42	5	p_test	test	l	43096.49295	l	1	ct	1504	cp	10	st	1909					
Kofi	m	chimpanzee	12	parent	2	2	19	43		p_test	training	r	43096.49319	r	1							et	1160			
Kofi	m	chimpanzee	12	parent	2	2	20	44		p_test	training	r	43096.49338	r	1							et	1882			
Kofi	m	chimpanzee	12	parent	2	2	21	45	6	p_test	test	r	43096.49362	r	1	ct	1253	cp	9	st	1502					
Kofi	m	chimpanzee	12	parent	2	2	22	46		p_test	training	l	43096.49389	l	1							et	1019			
Kofi	m	chimpanzee	12	parent	2	2	23	47		p_test	training	l	43096.49411	l	1							et	851			
Kofi	m	chimpanzee	12	parent	2	2	24	48		p_test	training	r	43096.49428	l	0							et	2386			
Kofi	m	chimpanzee	12	parent	3	1	1	49		p_test	training	r	43097.44137	r	1							et	910	it	2821	
Kofi	m	chimpanzee	12	parent	3	1	2	50		p_test	training	l	43097.44155	l	1							et	684	it	2933	
Kofi	m	chimpanzee	12	parent	3	1	3	51		p_test	training	r	43097.44174	r	1							et	1016	it	1395	
Kofi	m	chimpanzee	12	parent	3	1	4	52	7	p_test	test	r	43097.44199	r	1	ct	1354	cp	12	st	1637					
Kofi	m	chimpanzee	12	parent	3	1	5	53		p_test	training	l	43097.4423	l	1							et	673	it	1483	
Kofi	m	chimpanzee	12	parent	3	1	6	54		p_test	training	r	43097.44248	r	1							et	708	it	1563	
Kofi	m	chimpanzee	12	parent	3	1	7	55		p_test	training	l	43097.4427	l	1							et	699	it	1387	
Kofi	m	chimpanzee	12	parent	3	1	8	56	8	p_test	test	l	43097.44318	l	1	ct	1404	cp	21	st	1946					
Kofi	m	chimpanzee	12	parent	3	1	9	57		p_test	training	r	43097.44338	r	1							et	629	it	1391	
Kofi	m	chimpanzee	12	parent	3	1	10	58		p_test	training	l	43097.44356	l	1							et	769	it	1184	
Kofi	m	chimpanzee	12	parent	3	1	11	59		p_test	training	l	43097.44377	l	1							et	989	it	1501	
Kofi	m	chimpanzee	12	parent	3	1	12	60	9	p_test	test	r	43097.44398	r	1	ct	1404	cp	22	st	1942					
Kofi	m	chimpanzee	12	parent	3	2	13	61		p_test	training	l	43097.4442	l	1							et	691	it	1617	
Kofi	m	chimpanzee	12	parent	3	2	14	62	10	p_test	test	l	43097.4444	l	1	ct	1103	cp	8	st	1306					
Kofi	m	chimpanzee	12	parent	3	2	15	63		p_test	training	r	43097.44465	r	1							et	827	it	1474	
Kofi	m	chimpanzee	12	parent	3	2	16	64		p_test	training	r	43097.44481	r	1							et	799	it	1535	
Kofi	m	chimpanzee	12	parent	3	2	17	65		p_test	training	r	43097.44499	r	1							et	1491	it	1589	
Kofi	m	chimpanzee	12	parent	3	2	18	66		p_test	training	l	43097.4452	l	1							et	953	it	1301	
Kofi	m	chimpanzee	12	parent	3	2	19	67	11	p_test	test	r	43097.44545	r	1	ct	1153	cp	14	st	1551					
Kofi	m	chimpanzee	12	parent	3	2	20	68		p_test	training	l	43097.44565	l	1							et	730	it	1249	
Kofi	m	chimpanzee	12	parent	3	2	21	69		p_test	training	r	43097.44583	r	1							et	792	it	1642	
Kofi	m	chimpanzee	12	parent	3	2	22	70	12	p_test	test	l	43097.44604	l	1	ct	1303	cp	14	st	1718					
Kofi	m	chimpanzee	12	parent	3	2	23	71		p_test	training	l	43097.44632	l	1							et	791	it	1647	
Kofi	m	chimpanzee	12	parent	3	2	24	72		p_test	training	r	43097.44652	r	1							et	965	it	1555	
Kofi	m	chimpanzee	12	parent	4	1	1	73		p_test	training	r	43098.4386	r	1							et	896	it	1417	
Kofi	m	chimpanzee	12	parent	4	1	2	74	13	p_test	test	r	43098.43877	r	1	ct		cp	1	st	770					cp and ct corrected from video
Kofi	m	chimpanzee	12	parent	4	1	3	75		p_test	training	r	43098.43916	r	1							et	666	it	1873	
Kofi	m	chimpanzee	12	parent	4	1	4	76		p_test	training	l	43098.4394	l	1							et	559	it	1490	
Kofi	m	chimpanzee	12	parent	4	1	5	77		p_test	training	l														"did not record, apparatus malfunction"
Kofi	m	chimpanzee	12	parent	4	1	6	78	14	p_test	test	l	43098.44098	l	1	ct	1504	cp	16	st	2496					
Kofi	m	chimpanzee	12	parent	4	1	7	79		p_test	training	r	43098.44124	r	1							et	674	it	1777	
Kofi	m	chimpanzee	12	parent	4	1	8	80		p_test	training	l	43098.44145	l	1							et	6987	it		no it
Kofi	m	chimpanzee	12	parent	4	1	9	81		p_test	training	l	43098.44172	l	1							et	761	it	1898	
Kofi	m	chimpanzee	12	parent	4	1	10	82		p_test	training	l	43098.44204	l	1							et	700	it	1817	
Kofi	m	chimpanzee	12	parent	4	1	11	83		p_test	training	r	43098.44228	r	1							et	828	it	1575	
Kofi	m	chimpanzee	12	parent	4	1	12	84	15	p_test	test	r	43098.44248	r	1	ct	1303	cp	18	st	1644					
Kofi	m	chimpanzee	12	parent	4	2	13	85		p_test	training	r	43098.44271	r	1							et		it	327	corrected from video
Kofi	m	chimpanzee	12	parent	4	2	14	86		p_test	training	l	43098.44287	l	1							et	522	it	1423	
Kofi	m	chimpanzee	12	parent	4	2	15	87	16	p_test	test	l	43098.44319	l	1	ct	1053	cp	13	st	1337					
Kofi	m	chimpanzee	12	parent	4	2	16	88		p_test	training	r	43098.44352	r	1							et	670	it	1782	
Kofi	m	chimpanzee	12	parent	4	2	17	89		p_test	training	l	43098.44367	l	1							et	608	it	1537	
Kofi	m	chimpanzee	12	parent	4	2	18	90		p_test	training	l	43098.44383	l	1							et	800	it	1697	
Kofi	m	chimpanzee	12	parent	4	2	19	91		p_test	training	r	43098.44402	r	1							et	1026	it	2309	
Kofi	m	chimpanzee	12	parent	4	2	20	92		p_test	training	r	43098.44418	r	1							et	937	it	1620	
Kofi	m	chimpanzee	12	parent	4	2	21	93	17	p_test	test	l	43098.44436	l	1	ct	1704	cp	14	st	2070					
Kofi	m	chimpanzee	12	parent	4	2	22	94		p_test	training	l	43098.44468	l	1							et	619	it	1616	
Kofi	m	chimpanzee	12	parent	4	2	23	95	18	p_test	test	r	43098.4449	r	1	ct	1103	cp	15	st	1383					
Kofi	m	chimpanzee	12	parent	4	2	24	96		p_test	training	r	43098.44516	r	1							et	779	it	1758	no it
Kofi	m	chimpanzee	12	parent	5	1	1	97		p_test	training	r	43099.45667	r	1							et	1242	it	4987	
Kofi	m	chimpanzee	12	parent	5	1	2	98	19	p_test	test	r	43099.45705	r	1	ct	1003	cp	19	st	1348					
Kofi	m	chimpanzee	12	parent	5	1	3	99		p_test	training	l	43099.45723	l	1							et	547	it	1671	
Kofi	m	chimpanzee	12	parent	5	1	4	100		p_test	training	l	43099.45741	l	1							et	810	it	2088	
Kofi	m	chimpanzee	12	parent	5	1	5	101		p_test	training	l	43099.4576	l	1							et	732	it	2281	
Kofi	m	chimpanzee	12	parent	5	1	6	102		p_test	training	r	43099.45778	r	1							et	1100	it	2543	
Kofi	m	chimpanzee	12	parent	5	1	7	103		p_test	training	r	43099.458	l	0							et	1708	it	7094	
Kofi	m	chimpanzee	12	parent	5	1	8	104	20	p_test	test	l	43099.45825	l	1	ct	702	cp	16	st	1470					
Kofi	m	chimpanzee	12	parent	5	1	9	105		p_test	training	l	43099.45848	l	1							et	931	it	3195	
Kofi	m	chimpanzee	12	parent	5	1	10	106		p_test	training	l	43099.45869	l	1							et	819	it	1876	
Kofi	m	chimpanzee	12	parent	5	1	11	107		p_test	training	r	43099.45885	r	1							et	704	it	1730	
Kofi	m	chimpanzee	12	parent	5	1	12	108	21	p_test	test	r	43099.45911	l	0	ct	954	cp	4	st	1764					
Kofi	m	chimpanzee	12	parent	5	2	13	109		p_test	training	r	43099.45957	r	1							et	806	it	1784	
Kofi	m	chimpanzee	12	parent	5	2	14	110		p_test	training	l	43099.45977	l	1							et	2560	it	1416	
Kofi	m	chimpanzee	12	parent	5	2	15	111		p_test	training	r	43099.46009	r	1							et	699	it	1805	
Kofi	m	chimpanzee	12	parent	5	2	16	112	22	p_test	test	l	43099.46034	r	1	ct	651	cp	9	st	885					
Kofi	m	chimpanzee	12	parent	5	2	17	113		p_test	training	l	43099.46057	l	1							et	779	it	1916	
Kofi	m	chimpanzee	12	parent	5	2	18	114		p_test	training	r	43099.46074	r	1							et	750	it	1823	
Kofi	m	chimpanzee	12	parent	5	2	19	115		p_test	training	l	43099.46094	l	1							et	718	it	1576	
Kofi	m	chimpanzee	12	parent	5	2	20	116	23	p_test	test	l	43099.4612	l	1	ct	1103	cp	13	st	1398					
Kofi	m	chimpanzee	12	parent	5	2	21	117		p_test	training	r	43099.46145	r	1							et	730	it	1701	
Kofi	m	chimpanzee	12	parent	5	2	22	118		p_test	training	l	43099.46163	l	1							et	785	it	1645	
Kofi	m	chimpanzee	12	parent	5	2	23	119	24	p_test	test	r	43099.46185	r	1	ct	602	cp	13	st	983					
Kofi	m	chimpanzee	12	parent	5	2	24	120		p_test	training	r	43099.46225	r	1							et	818	it	1896	
Lobo	m	chimpanzee	13	parent	1	1	1	1		p_training	training	l	43096.50454	l	1							et	1959			
Lobo	m	chimpanzee	13	parent	1	1	2	2		p_training	training	l	43096.50528	l	1							et	515			
Lobo	m	chimpanzee	13	parent	1	1	3	3		p_training	training	r	43096.50564	l	0							et	11581			
Lobo	m	chimpanzee	13	parent	1	1	4	4		p_training	training	l	43096.50591	l	1							et	520			
Lobo	m	chimpanzee	13	parent	1	1	5	5		p_training	training	r	43096.50612	l	0							et	5240			
Lobo	m	chimpanzee	13	parent	1	1	6	6		p_training	training	l	43096.50644	r	0							et	1840			
Lobo	m	chimpanzee	13	parent	1	1	7	7		p_training	training	r	43096.50666	l	0							et	4239			
Lobo	m	chimpanzee	13	parent	1	1	8	8		p_training	training	r	43096.50683	r	1							et	528			
Lobo	m	chimpanzee	13	parent	1	1	9	9		p_training	training	l	43096.50697	l	1							et	816			
Lobo	m	chimpanzee	13	parent	1	1	10	10		p_training	training	l	43096.50715	l	1							et	751			
Lobo	m	chimpanzee	13	parent	1	1	11	11		p_training	training	r	43096.50744	r	1							et	630			
Lobo	m	chimpanzee	13	parent	1	1	12	12		p_training	training	r	43096.50762	r	1							et	832			
Lobo	m	chimpanzee	13	parent	1	2	13	13		p_training	training	l	43096.5078	l	1							et	604			
Lobo	m	chimpanzee	13	parent	1	2	14	14		p_training	training	r	43096.5081	l	0							et	4649			
Lobo	m	chimpanzee	13	parent	1	2	15	15		p_training	training	r	43096.50824	r	1							et	719			
Lobo	m	chimpanzee	13	parent	1	2	16	16		p_training	training	l	43096.50841	l	1							et	693			
Lobo	m	chimpanzee	13	parent	1	2	17	17		p_training	training	r	43096.50858	r	1							et	756			
Lobo	m	chimpanzee	13	parent	1	2	18	18		p_training	training	r	43096.50877	r	1							et	507			
Lobo	m	chimpanzee	13	parent	1	2	19	19		p_training	training	r	43096.50897	r	1							et	555			
Lobo	m	chimpanzee	13	parent	1	2	20	20		p_training	training	l	43096.50918	l	1							et	1100			
Lobo	m	chimpanzee	13	parent	1	2	21	21		p_training	training	r	43096.50962	r	1							et	1109			
Lobo	m	chimpanzee	13	parent	1	2	22	22		p_training	training	l	43096.50981	l	1							et	715			
Lobo	m	chimpanzee	13	parent	1	2	23	23		p_training	training	l	43096.50997	l	1							et	650			
Lobo	m	chimpanzee	13	parent	1	2	24	24		p_training	training	l	43096.51015	l	1							et	738			
Lobo	m	chimpanzee	13	parent	2	1	1	25		p_test	training	l	43097.47567	l	1							et	577	it	4538	
Lobo	m	chimpanzee	13	parent	2	1	2	26	1	p_test	test	l	43097.47588	l	1	ct	1554	cp	22	st	2307					
Lobo	m	chimpanzee	13	parent	2	1	3	27		p_test	training	l	43097.47615	l	1							et	543	it	6115	
Lobo	m	chimpanzee	13	parent	2	1	4	28		p_test	training	r	43097.47634	r	1							et	462	it	5149	
Lobo	m	chimpanzee	13	parent	2	1	5	29		p_test	training	l	43097.47647	l	1							et	392	it	1298	
Lobo	m	chimpanzee	13	parent	2	1	6	30	2	p_test	test	r	43097.47701	r	1	ct	1353	cp	22	st	1677					
Lobo	m	chimpanzee	13	parent	2	1	7	31		p_test	training	r	43097.47726	r	1							et	648	it	1813	
Lobo	m	chimpanzee	13	parent	2	1	8	32		p_test	training	r	43097.47747	r	1							et	479	it	3797	
Lobo	m	chimpanzee	13	parent	2	1	9	33	3	p_test	test	l	43097.47766	l	1	ct	1454	cp	21	st	2549					
Lobo	m	chimpanzee	13	parent	2	1	10	34		p_test	training	r	43097.47782	r	1							et	541	it	1386	
Lobo	m	chimpanzee	13	parent	2	1	11	35		p_test	training	l	43097.47799	l	1							et	520	it	1580	
Lobo	m	chimpanzee	13	parent	2	1	12	36		p_test	training	r	43097.47823	r	1							et	568	it	1333	
Lobo	m	chimpanzee	13	parent	2	2	13	37	4	p_test	test	r	43097.47846	r	1	ct	903	cp	22	st	1292					
Lobo	m	chimpanzee	13	parent	2	2	14	38		p_test	training	r	43097.47869	r	1							et	603	it	1206	
Lobo	m	chimpanzee	13	parent	2	2	15	39		p_test	training	l	43097.47892	l	1							et	510	it	1121	
Lobo	m	chimpanzee	13	parent	2	2	16	40		p_test	training	l	43097.4791	l	1							et	510	it	1201	
Lobo	m	chimpanzee	13	parent	2	2	17	41		p_test	training	r	43097.47927	r	1							et	534	it	1492	
Lobo	m	chimpanzee	13	parent	2	2	18	42	5	p_test	test	r	43097.47947	r	1	ct	1153	cp	20	st	1448					
Lobo	m	chimpanzee	13	parent	2	2	19	43		p_test	training	l	43097.47973	l	1							et	2604	it	4024	
Lobo	m	chimpanzee	13	parent	2	2	20	44		p_test	training	r	43097.47992	r	1							et	613	it	1111	
Lobo	m	chimpanzee	13	parent	2	2	21	45		p_test	training	r	43097.48012	r	1							et	542	it	1509	
Lobo	m	chimpanzee	13	parent	2	2	22	46		p_test	training	l	43097.48035	l	1							et	2336	it	1208	
Lobo	m	chimpanzee	13	parent	2	2	23	47	6	p_test	test	l	43097.48057	l	1	ct		cp	18	st	1576					"change position not recorded, coded from video"
Lobo	m	chimpanzee	13	parent	2	2	24	48		p_test	training	l	43097.48095	l	1							et	450	it	1498	
Lobo	m	chimpanzee	13	parent	3	1	1	49		p_test	training	l	43098.45839	r	0							et	1056	it	913	
Lobo	m	chimpanzee	13	parent	3	1	2	50		p_test	training	r	43098.45863	r	1							et	354	it	2367	
Lobo	m	chimpanzee	13	parent	3	1	3	51	7	p_test	test	r	43098.45897	r	1	ct	1153	cp	22	st	2353					
Lobo	m	chimpanzee	13	parent	3	1	4	52		p_test	training	l	43098.45927	l	1							et	307	it	1661	
Lobo	m	chimpanzee	13	parent	3	1	5	53		p_test	training	r	43098.45972	r	1							et	520	it	9177	
Lobo	m	chimpanzee	13	parent	3	1	6	54		p_test	training	l	43098.45997	l	1							et	609	it	1427	
Lobo	m	chimpanzee	13	parent	3	1	7	55		p_test	training	l	43098.46027	l	1							et	482	it	1142	
