trial.id	Subject	Sex	Species	Age	Date	Session	Trial	condition	side	first_move_LR	first_move_correct	Change_latency_code	Change_latency_value	Change_position_code	Change_position_value	StartPos_latency_code	StartPos_latency_value	food_retrieved_code	food_retrieved_latency	comment	side_change	firsttest_trial_number	Trial_test
678	Edvard	m	old chimps	18	28/10/2018	1	1	training	r	r	c							et	16031			0	
679	Edvard	m	old chimps	18	28/10/2018	1	2	training	l	r	i							et	9628		yes	0	
680	Edvard	m	old chimps	18	28/10/2018	1	3	training	r	r	c							et	1975		yes	0	
681	Edvard	m	old chimps	18	28/10/2018	1	4	training	r	r	c							et	1193		no	0	
682	Edvard	m	old chimps	18	28/10/2018	1	5	training	l	r	i							et	2962		yes	0	
683	Edvard	m	old chimps	18	28/10/2018	1	6	training	l	r	i							et	1932		no	0	
684	Edvard	m	old chimps	18	28/10/2018	1	7	training	r	r	c							et	442		yes	0	
685	Edvard	m	old chimps	18	28/10/2018	1	8	training	l	r	i							et	4780		yes	0	
686	Edvard	m	old chimps	18	28/10/2018	1	9	training	r	r	c							et	4959		yes	0	
687	Edvard	m	old chimps	18	28/10/2018	1	10	training	l	r	i							et	3197		yes	0	
688	Edvard	m	old chimps	18	28/10/2018	1	11	test	r	r	c	ct	4411	cp	22	st	4598				yes	1	1
689	Edvard	m	old chimps	18	28/10/2018	1	12	training	l	r	i							et	3161		yes	0	
690	Edvard	m	old chimps	18	28/10/2018	1	13	test	l	r	i	ct	4662	cp	21	st	4974				no	0	2
691	Edvard	m	old chimps	18	28/10/2018	1	14	training	r	l	i							et	1601		yes	0	
692	Edvard	m	old chimps	18	28/10/2018	1	15	training	r	l	i							et	2831		no	0	
693	Edvard	m	old chimps	18	28/10/2018	1	16	test	l	r	i	ct	1755	cp	21	st	2028				yes	0	3
694	Edvard	m	old chimps	18	28/10/2018	1	17	training	r	r	c							et	410		yes	0	
695	Edvard	m	old chimps	18	28/10/2018	1	18	training	l	r	i							et	1301		yes	0	
696	Edvard	m	old chimps	18	28/10/2018	1	19	training	l	l	c							et	343		no	0	
697	Edvard	m	old chimps	18	28/10/2018	1	20	test	r	l	i	ct	2757	cp	17	st	2942				yes	0	4
698	Edvard	m	old chimps	18	28/10/2018	1	21	training	l	r	i							et	1566		yes	0	
699	Edvard	m	old chimps	18	28/10/2018	1	22	training	r	r	c							et	667		yes	0	
700	Edvard	m	old chimps	18	28/10/2018	1	23	training	l	r	i							et	-12938		yes	0	
701	Edvard	m	old chimps	18	28/10/2018	1	24	test	r	r	c	ct	2206	cp	22	st	2390				yes	0	5
702	Edvard	m	old chimps	18	28/10/2018	1	25	training	r	l	i							et	2287		no	0	
703	Edvard	m	old chimps	18	28/10/2018	1	26	training	r	r	c							et	767		no	0	
704	Edvard	m	old chimps	18	28/10/2018	1	27	training	r	r	c							et	359		no	0	
705	Edvard	m	old chimps	18	28/10/2018	1	28	training	l	r	i							et	2608		yes	0	
706	Edvard	m	old chimps	18	28/10/2018	1	29	test	l	r	i	ct	2557	cp	21	st	2773				no	0	6
707	Edvard	m	old chimps	18	28/10/2018	1	30	training	l	l	c							et	270		no	0	
708	Edvard	m	old chimps	18	29/10/2018	2	31	training	l	r	i							et	22171			0	
709	Edvard	m	old chimps	18	29/10/2018	2	32	training	r	r	c							et	353		yes	0	
710	Edvard	m	old chimps	18	29/10/2018	2	33	training	r	r	c							et	290		no	0	
711	Edvard	m	old chimps	18	29/10/2018	2	34	training	l	r	i							et	3117		yes	0	
712	Edvard	m	old chimps	18	29/10/2018	2	35	training	l	r	i							et	1921		no	0	
713	Edvard	m	old chimps	18	29/10/2018	2	36	training	r	l	i							et	1747		yes	0	
714	Edvard	m	old chimps	18	29/10/2018	2	37	training	r	r	c							et	305		no	0	
715	Edvard	m	old chimps	18	29/10/2018	2	38	training	l	l	c							et	375		yes	0	
716	Edvard	m	old chimps	18	29/10/2018	2	39	test	l	r	i	ct	1303	cp	23	st	1642				no	0	7
717	Edvard	m	old chimps	18	29/10/2018	2	40	training	r	r	c							et	380		yes	0	
718	Edvard	m	old chimps	18	29/10/2018	2	41	test	r	r	c	ct	1303	cp	22	st	1512				no	0	8
719	Edvard	m	old chimps	18	29/10/2018	2	42	training	l	r	i							et	1008		yes	0	
720	Edvard	m	old chimps	18	29/10/2018	2	43	training	l	r	i							et	973		no	0	
721	Edvard	m	old chimps	18	29/10/2018	2	44	training	r	l	i							et	5624		yes	0	
722	Edvard	m	old chimps	18	29/10/2018	2	45	training	r	l	i							et	1783		no	0	
723	Edvard	m	old chimps	18	29/10/2018	2	46	training	r	r	c							et	230		no	0	
724	Edvard	m	old chimps	18	29/10/2018	2	47	test	l	l	c	ct	852	cp	21	st	1075				yes	0	9
725	Edvard	m	old chimps	18	29/10/2018	2	48	training	l	r	i							et	1713		no	0	
726	Edvard	m	old chimps	18	29/10/2018	2	49	training	l	l	c							et	267		no	0	
727	Edvard	m	old chimps	18	29/10/2018	2	50	training	r	l	i							et	1180		yes	0	
728	Edvard	m	old chimps	18	29/10/2018	2	51	test	r	r	c	ct	1404	cp	24	st	1651				no	0	10
729	Edvard	m	old chimps	18	29/10/2018	2	52	training	l	r	i							et	910		yes	0	
730	Edvard	m	old chimps	18	29/10/2018	2	53	training	r	l	i							et	1319		yes	0	
731	Edvard	m	old chimps	18	29/10/2018	2	54	training	l	r	i							et	953		yes	0	
732	Edvard	m	old chimps	18	29/10/2018	2	55	training	l	r	i							et	1196		no	0	
733	Edvard	m	old chimps	18	29/10/2018	2	56	test	r	r	c	ct	651	cp	22	st	1636				yes	0	11
734	Edvard	m	old chimps	18	29/10/2018	2	57	training	r	r	c							et	354		no	0	
735	Edvard	m	old chimps	18	29/10/2018	2	58	training	l	l	c							et	1756		yes	0	
736	Edvard	m	old chimps	18	29/10/2018	2	59	training	r	r	c							et	425		yes	0	
737	Edvard	m	old chimps	18	29/10/2018	2	60	test	l	r	i	ct	802	cp	23	st	2140				yes	0	12
738	Amahirwe	m	old chimps	20	28/10/2018	1	1	training	r	l	i							et	-4215			0	
739	Amahirwe	m	old chimps	20	28/10/2018	1	2	training	l	l	c							et	6236		yes	0	
740	Amahirwe	m	old chimps	20	28/10/2018	1	3	training	r	l	i							et	12316		yes	0	
741	Amahirwe	m	old chimps	20	28/10/2018	1	4	training	r	l	i							et	4969		no	0	
742	Amahirwe	m	old chimps	20	28/10/2018	1	5	training	l	l	c							et	3528		yes	0	
743	Amahirwe	m	old chimps	20	28/10/2018	1	6	training	l	l	c							et	690		no	0	
744	Amahirwe	m	old chimps	20	28/10/2018	1	7	training	r	l	i							et	6109		yes	0	
745	Amahirwe	m	old chimps	20	28/10/2018	1	8	training	l	l	c							et	1446		yes	0	
746	Amahirwe	m	old chimps	20	28/10/2018	1	9	training	r	l	i							et	5283		yes	0	
747	Amahirwe	m	old chimps	20	28/10/2018	1	10	training	l	l	c							et	568		yes	0	
748	Amahirwe	m	old chimps	20	28/10/2018	1	11	test	r	l	i	ct	18249	cp	15	st	19170				yes	1	1
749	Amahirwe	m	old chimps	20	28/10/2018	1	12	training	l	l	c							et	1193		yes	0	
750	Amahirwe	m	old chimps	20	28/10/2018	1	13	test	l	l	c	ct	9375	cp	21	st	9925				no	0	2
751	Amahirwe	m	old chimps	20	28/10/2018	1	14	training	r	l	i							et	6116		yes	0	
752	Amahirwe	m	old chimps	20	28/10/2018	1	15	training	r	l	i							et	2818		no	0	
753	Amahirwe	m	old chimps	20	28/10/2018	1	16	test	l	r	i	ct	15091	cp	21	st	15485				yes	0	3
754	Amahirwe	m	old chimps	20	28/10/2018	1	17	training	r	l	i							et	2227		yes	0	
755	Amahirwe	m	old chimps	20	28/10/2018	1	18	training	l	l	c							et	6650		yes	0	
756	Amahirwe	m	old chimps	20	28/10/2018	1	19	training	l	l	c							et	535		no	0	
757	Amahirwe	m	old chimps	20	28/10/2018	1	20	test	r	l	i	ct	6215	cp	22	st	6632				yes	0	4
758	Amahirwe	m	old chimps	20	28/10/2018	1	21	training	l	l	c							et	605		yes	0	
759	Amahirwe	m	old chimps	20	28/10/2018	1	22	training	r	l	i							et	3625		yes	0	
760	Amahirwe	m	old chimps	20	28/10/2018	1	23	training	l	l	c							et	500		yes	0	
761	Amahirwe	m	old chimps	20	28/10/2018	1	24	test	r	l	i	ct	2656	cp	22	st	2856				yes	0	5
762	Amahirwe	m	old chimps	20	28/10/2018	1	25	training	r	l	i							et	2448		no	0	
763	Amahirwe	m	old chimps	20	28/10/2018	1	26	training	r	l	i							et	1727		no	0	
764	Amahirwe	m	old chimps	20	28/10/2018	1	27	training	r	l	i							et	1908		no	0	
765	Amahirwe	m	old chimps	20	28/10/2018	1	28	training	l	l	c							et	3472		yes	0	
766	Amahirwe	m	old chimps	20	28/10/2018	1	29	test	l	l	c	ct	1253	cp	21	st	1567				no	0	6
767	Amahirwe	m	old chimps	20	28/10/2018	1	30	training	l	l	c							et	1294		no	0	
768	Amahirwe	m	old chimps	20	29/10/2018	2	31	training	l	r	i							et	6205			0	
769	Amahirwe	m	old chimps	20	29/10/2018	2	32	training	r	l	i							et	2504		yes	0	
770	Amahirwe	m	old chimps	20	29/10/2018	2	33	training	r	r	c							et	539		no	0	
771	Amahirwe	m	old chimps	20	29/10/2018	2	34	training	l	r	i							et	2258		yes	0	
772	Amahirwe	m	old chimps	20	29/10/2018	2	35	training	l	l	c							et	542		no	0	
773	Amahirwe	m	old chimps	20	29/10/2018	2	36	training	r	l	i							et	4149		yes	0	
774	Amahirwe	m	old chimps	20	29/10/2018	2	37	training	l	r	i							et	2534		yes	0	
775	Amahirwe	m	old chimps	20	29/10/2018	2	38	training	r	r	c							et	1721		yes	0	
776	Amahirwe	m	old chimps	20	29/10/2018	2	39	test	l	r	i	ct	2507	cp	21	st	2803				yes	0	7
777	Amahirwe	m	old chimps	20	29/10/2018	2	40	training	r	r	c							et	420		yes	0	
778	Amahirwe	m	old chimps	20	29/10/2018	2	41	test	r	r	c	ct	1755	cp	22	st	2154				no	0	8
779	Amahirwe	m	old chimps	20	29/10/2018	2	42	training	l	l	c							et	798		yes	0	
780	Amahirwe	m	old chimps	20	29/10/2018	2	43	training	l	l	c							et	445		no	0	
781	Amahirwe	m	old chimps	20	29/10/2018	2	44	training	r	l	i							et	4819		yes	0	
782	Amahirwe	m	old chimps	20	29/10/2018	2	45	training	r	r	c							et	1060		no	0	
783	Amahirwe	m	old chimps	20	29/10/2018	2	46	training	r	l	i							et	2791		no	0	
784	Amahirwe	m	old chimps	20	29/10/2018	2	47	test	l	l	c	ct	2105	cp	20	st	2519				yes	0	9
785	Amahirwe	m	old chimps	20	29/10/2018	2	48	training	l	l	c							et	14861		no	0	
786	Amahirwe	m	old chimps	20	29/10/2018	2	49	training	l	l	c							et	431		no	0	
787	Amahirwe	m	old chimps	20	29/10/2018	2	50	training	r	r	c							et	478		yes	0	
788	Amahirwe	m	old chimps	20	29/10/2018	2	51	test	r	r	c	ct	1454	cp	22	st	1708				no	0	10
789	Amahirwe	m	old chimps	20	29/10/2018	2	52	training	l	l	c							et	469		yes	0	
790	Amahirwe	m	old chimps	20	29/10/2018	2	53	training	r	l	i							et	1902		yes	0	
791	Amahirwe	m	old chimps	20	29/10/2018	2	54	training	l	l	c							et	1206		yes	0	
792	Amahirwe	m	old chimps	20	29/10/2018	2	55	training	l	l	c							et	6304		no	0	
793	Amahirwe	m	old chimps	20	29/10/2018	2	56	test	r	l	i	ct	1304	cp	15	st	1574				yes	0	11
794	Amahirwe	m	old chimps	20	29/10/2018	2	57	training	r	l	i							et	2502		no	0	
795	Amahirwe	m	old chimps	20	29/10/2018	2	58	training	l	l	c							et	2921		yes	0	
796	Amahirwe	m	old chimps	20	29/10/2018	2	59	training	r	l	i							et	4788		yes	0	
797	Amahirwe	m	old chimps	20	29/10/2018	2	60	test	l	l	c	ct	1103	cp	21	st	1636				yes	0	12
798	Mary	f	old chimps	15	29/10/2018	1	1	training	r	r	c							et	3947	apple as reward throughout		0	
799	Mary	f	old chimps	15	29/10/2018	1	2	training	l	r	i							et	18588		yes	0	
800	Mary	f	old chimps	15	29/10/2018	1	3	training	r	r	c							et	543		yes	0	
801	Mary	f	old chimps	15	29/10/2018	1	4	training	r	r	c							et	848		no	0	
802	Mary	f	old chimps	15	29/10/2018	1	5	training	l	r	i							et	8244		yes	0	
803	Mary	f	old chimps	15	29/10/2018	1	6	training	l	r	i							et	2966		no	0	
804	Mary	f	old chimps	15	29/10/2018	1	7	training	r	r	c							et	1082		yes	0	
805	Mary	f	old chimps	15	29/10/2018	1	8	training	l	r	i							et	3534		yes	0	
806	Mary	f	old chimps	15	29/10/2018	1	9	training	r	l	i							et	1037		yes	0	
807	Mary	f	old chimps	15	29/10/2018	1	10	training	l	l	c							et	742		yes	0	
808	Mary	f	old chimps	15	29/10/2018	1	11	test	r	l	i	ct	8071	cp	17	st	8293				yes	1	1
809	Mary	f	old chimps	15	29/10/2018	1	12	training	l	l	c							et	596		yes	0	
810	Mary	f	old chimps	15	29/10/2018	1	13	test	l	l	c	ct	2556	cp	17	st	2702				no	0	2
811	Mary	f	old chimps	15	29/10/2018	1	14	training	r	r	c							et	479		yes	0	
812	Mary	f	old chimps	15	29/10/2018	1	15	training	r	r	c							et	480		no	0	
813	Mary	f	old chimps	15	29/10/2018	1	16	test	l	l	c	ct	3910	cp	8	st	4112				yes	0	3
814	Mary	f	old chimps	15	29/10/2018	1	17	training	r	r	c							et	238		yes	0	
815	Mary	f	old chimps	15	29/10/2018	1	18	training	l	l	c							et	910		yes	0	
816	Mary	f	old chimps	15	29/10/2018	1	19	training	l	l	c							et	226		no	0	
817	Mary	f	old chimps	15	29/10/2018	1	20	test	r	r	c	ct	1654	cp	18	st	1879				yes	0	4
818	Mary	f	old chimps	15	29/10/2018	1	21	training	l	l	c							et	828		yes	0	
819	Mary	f	old chimps	15	29/10/2018	1	22	training	r	l	i							et	1743		yes	0	
820	Mary	f	old chimps	15	29/10/2018	1	23	training	l	r	i							et	2556		yes	0	
821	Mary	f	old chimps	15	29/10/2018	1	24	test	r	r	c	ct	1855	cp	22	st	2487				yes	0	5
822	Mary	f	old chimps	15	29/10/2018	1	25	training	r	r	c							et	1004		no	0	
823	Mary	f	old chimps	15	29/10/2018	1	26	training	r	r	c							et	1217		no	0	
824	Mary	f	old chimps	15	29/10/2018	1	27	training	r	r	c							et	301		no	0	
825	Mary	f	old chimps	15	29/10/2018	1	28	training	l	l	c							et	380		yes	0	
826	Mary	f	old chimps	15	29/10/2018	1	29	test	l	l	c	ct	1303	cp	21	st	2064				no	0	6
827	Mary	f	old chimps	15	29/10/2018	1	30	training	l	l	c							et	361		no	0	
828	Mary	f	old chimps	15	30/10/2018	2	31	training	l	l	c							et	3789			0	
829	Mary	f	old chimps	15	30/10/2018	2	32	training	r	r	c							et	991		yes	0	
830	Mary	f	old chimps	15	30/10/2018	2	33	training	r	r	c							et	310		no	0	
831	Mary	f	old chimps	15	30/10/2018	2	34	training	l	l	c							et	205		yes	0	
832	Mary	f	old chimps	15	30/10/2018	2	35	training	l	l	c							et	185		no	0	
833	Mary	f	old chimps	15	30/10/2018	2	36	training	r	r	c							et	833		yes	0	
834	Mary	f	old chimps	15	30/10/2018	2	37	training	l	l	c							et	769		yes	0	
835	Mary	f	old chimps	15	30/10/2018	2	38	training	r	r	c							et	321		yes	0	
836	Mary	f	old chimps	15	30/10/2018	2	39	test	l	l	c	ct	1253	cp	20	st	1410				yes	0	7
837	Mary	f	old chimps	15	30/10/2018	2	40	training	r	r	c							et	248		yes	0	
838	Mary	f	old chimps	15	30/10/2018	2	41	test	r	r	c	ct	1554	cp	24	st	4284				no	0	8
839	Mary	f	old chimps	15	30/10/2018	2	42	training	l	l	c							et	798		yes	0	
840	Mary	f	old chimps	15	30/10/2018	2	43	training	l	l	c							et	300		no	0	
841	Mary	f	old chimps	15	30/10/2018	2	44	training	r	r	c							et	190		yes	0	
842	Mary	f	old chimps	15	30/10/2018	2	45	training	r	r	c							et	234		no	0	
843	Mary	f	old chimps	15	30/10/2018	2	46	training	r	r	c							et	185		no	0	
844	Mary	f	old chimps	15	30/10/2018	2	47	test	l	l	c	ct	1304	cp	21	st	1874				yes	0	9
845	Mary	f	old chimps	15	30/10/2018	2	48	training	l	l	c							et	969		no	0	
846	Mary	f	old chimps	15	30/10/2018	2	49	training	l	l	c							et	220		no	0	
847	Mary	f	old chimps	15	30/10/2018	2	50	training	r	r	c							et	195		yes	0	
848	Mary	f	old chimps	15	30/10/2018	2	51	test	r	r	c	ct	1605	cp	24	st	1720				no	0	10
849	Mary	f	old chimps	15	30/10/2018	2	52	training	l	l	c							et	126		yes	0	
850	Mary	f	old chimps	15	30/10/2018	2	53	training	r	r	c							et	252		yes	0	
851	Mary	f	old chimps	15	30/10/2018	2	54	training	l	l	c							et	675		yes	0	
852	Mary	f	old chimps	15	30/10/2018	2	55	training	l	l	c							et	174		no	0	
853	Mary	f	old chimps	15	30/10/2018	2	56	test	r	r	c	ct	1253	cp	19	st	1388				yes	0	11
854	Mary	f	old chimps	15	30/10/2018	2	57	training	r	r	c							et	270		no	0	
855	Mary	f	old chimps	15	30/10/2018	2	58	training	l	l	c							et	166		yes	0	
856	Mary	f	old chimps	15	30/10/2018	2	59	training	r	r	c							et	834		yes	0	
857	Mary	f	old chimps	15	30/10/2018	2	60	test	l	l	c	ct	1203	cp	22	st	1368				yes	0	12
858	Zee	m	old chimps	18	28/10/2018	1	1	training	r											not recorded		0	
859	Zee	m	old chimps	18	28/10/2018	1	2	training	l	r	i							et	2213		yes	0	
860	Zee	m	old chimps	18	28/10/2018	1	3	training	r	l	i							et	-26652		yes	0	
861	Zee	m	old chimps	18	28/10/2018	1	4	training	r	r	c							et	512		no	0	
862	Zee	m	old chimps	18	28/10/2018	1	5	training	l	r	i							et	11967		yes	0	
863	Zee	m	old chimps	18	28/10/2018	1	6	training	l	r	i							et	4054		no	0	
864	Zee	m	old chimps	18	28/10/2018	1	7	training	r	r	c							et	727		yes	0	
865	Zee	m	old chimps	18	28/10/2018	1	8	training	l	r	i							et	2539		yes	0	
866	Zee	m	old chimps	18	28/10/2018	1	9	training	r	r	c							et	520		yes	0	
867	Zee	m	old chimps	18	28/10/2018	1	10	training	l	r	i							et	3274		yes	0	
868	Zee	m	old chimps	18	28/10/2018	1	11	test	r	l	i	ct	2757	cp	24	st	20593				yes	1	1
869	Zee	m	old chimps	18	28/10/2018	1	12	training	l	l	c							et	421		yes	0	
870	Zee	m	old chimps	18	28/10/2018	1	13	test	l	l	c	ct	18049	cp	21	st	-575				no	0	2
871	Zee	m	old chimps	18	28/10/2018	1	14	training	r	l	i							et	4797		yes	0	
872	Zee	m	old chimps	18	28/10/2018	1	15	training	r	l	i							et	2404		no	0	
873	Zee	m	old chimps	18	28/10/2018	1	16	test	l	l	c	ct	-3117	cp	11	st	-2948				yes	0	3
874	Zee	m	old chimps	18	28/10/2018	1	17	training	r	l	i							et	2287		yes	0	
875	Zee	m	old chimps	18	28/10/2018	1	18	training	l	l	c							et	2139		yes	0	
876	Zee	m	old chimps	18	28/10/2018	1	19	training	l	l	c							et	363		no	0	
877	Zee	m	old chimps	18	28/10/2018	1	20	test	r	r	c	ct	1353	cp	23	st	17365				yes	0	4
878	Zee	m	old chimps	18	28/10/2018	1	21	training	l	l	c							et	281		yes	0	
879	Zee	m	old chimps	18	28/10/2018	1	22	training	r	l	i									stopped to participate	yes	0	
880	Zee	m	old chimps	18	29/10/2018	2	23	training	l	r	i							et	7801			0	
881	Zee	m	old chimps	18	29/10/2018	2	24	test	r	l	i	ct	15793	cp	19	st	-29647				yes	0	5
882	Zee	m	old chimps	18	29/10/2018	2	25	training	r	l	i							et	6873		no	0	
883	Zee	m	old chimps	18	29/10/2018	2	26	training	r	l	i							et	4782		no	0	
884	Zee	m	old chimps	18	29/10/2018	2	27	training	r	r	c							et	308		no	0	
885	Zee	m	old chimps	18	29/10/2018	2	28	training	l	r	i							et	4055		yes	0	
886	Zee	m	old chimps	18	29/10/2018	2	29	test	l	l	c	ct	3459	cp	21	st	3549				no	0	6
887	Zee	m	old chimps	18	29/10/2018	2	30	training	l	r	i							et	1537		no	0	
888	Zee	m	old chimps	18	29/10/2018	2	31	test	l	l	c	ct	2708	cp	21	st	2789				no	0	7
889	Zee	m	old chimps	18	29/10/2018	2	32	training	l	l	c							et	289		no	0	
890	Zee	m	old chimps	18	29/10/2018	2	33	training	r	r	c							et	241		yes	0	
891	Zee	m	old chimps	18	29/10/2018	2	34	training	r	r	c							et	232		no	0	
892	Zee	m	old chimps	18	29/10/2018	2	35	training	l	l	c							et	1416		yes	0	
893	Zee	m	old chimps	18	29/10/2018	2	36	training	l	l	c							et	330		no	0	
894	Zee	m	old chimps	18	29/10/2018	2	37	training	r	r	c							et	278		yes	0	
895	Zee	m	old chimps	18	29/10/2018	2	38	training	l	l	c							et	341		yes	0	
896	Zee	m	old chimps	18	29/10/2018	2	39	training	r	r	c							et	238		yes	0	
897	Zee	m	old chimps	18	29/10/2018	2	40	test	l	l	c	ct	2757	cp	13	st	2810				yes	0	8
898	Zee	m	old chimps	18	29/10/2018	2	41	training	r	r	c							et	270		yes	0	
899	Zee	m	old chimps	18	29/10/2018	2	42	test	r	r	c	ct	4010	cp	22	st	4127				no	0	9
900	Zee	m	old chimps	18	29/10/2018	2	43	training	l	l	c							et	175		yes	0	
901	Zee	m	old chimps	18	29/10/2018	2	44	training	l	l	c							et	255		no	0	
902	Zee	m	old chimps	18	29/10/2018	2	45	training	r	r	c							et	164		yes	0	
903	Zee	m	old chimps	18	29/10/2018	2	46	training	r	r	c							et	254		no	0	
904	Zee	m	old chimps	18	29/10/2018	2	47	training	r	r	c							et	259		no	0	
905	Zee	m	old chimps	18	29/10/2018	2	48	test	l	r	i	ct	2607	cp	18	st	2704				yes	0	10
906	Zee	m	old chimps	18	29/10/2018	2	49	training	l	l	c							et	708		no	0	
907	Zee	m	old chimps	18	29/10/2018	2	50	training	l	l	c							et	136		no	0	
908	Zee	m	old chimps	18	29/10/2018	2	51	training	r	r	c							et	837		yes	0	
909	Zee	m	old chimps	18	29/10/2018	2	52	test	r	r	c	ct	2106	cp	22	st	2253				no	0	11
910	Zee	m	old chimps	18	29/10/2018	2	53	training	l	l	c							et	198		yes	0	
911	Zee	m	old chimps	18	29/10/2018	2	54	training	r	r	c							et	252		yes	0	
912	Zee	m	old chimps	18	29/10/2018	2	55	training	l	l	c							et	392		yes	0	
913	Zee	m	old chimps	18	29/10/2018	2	56	training	l	l	c							et	259		no	0	
914	Zee	m	old chimps	18	29/10/2018	2	57	test	r	r	c	ct	2105	cp	22	st	22280				yes	0	12
915	Zee	m	old chimps	18	29/10/2018	2	58	training	r	r	c							et	198		no	0	
916	Zee	m	old chimps	18	29/10/2018	2	59	training	l	l	c							et	220		yes	0	
917	Zee	m	old chimps	18	29/10/2018	2	60	training	r	r	c							et	253		yes	0	
918	Zee	m	old chimps	18	29/10/2018	2	61	test	l	l	c	ct	22712	cp	22	st	24159				yes	0	13
919	Zee	m	old chimps	18	29/10/2018	2	62	test	r	r	c	ct	2105	cp	22	st	3849				yes	0	14
920	Kisa	m	young chimps	25	24/11/2018	1	1	training	r	r	c							et	6089			0	
921	Kisa	m	young chimps	25	24/11/2018	1	2	training	l	r	i									with apple; did not retrieve the food in 5 min	yes	0	
922	Kisa	m	young chimps	25	25/11/2018	1	3	training	r	r	c							et	13146	with apple	yes	0	
923	Kisa	m	young chimps	25	25/11/2018	1	4	training	r	r	c							et	542		no	0	
924	Kisa	m	young chimps	25	25/11/2018	1	5	training	l	r	i							et	9541		yes	0	
925	Kisa	m	young chimps	25	25/11/2018	1	6	training	l	l	c							et	2159		no	0	
926	Kisa	m	young chimps	25	25/11/2018	1	7	training	r	l	i							et	6162		yes	0	
927	Kisa	m	young chimps	25	25/11/2018	1	8	training	l	l	c							et	748		yes	0	
928	Kisa	m	young chimps	25	25/11/2018	1	9	training	r	l	i										yes	0	
929	Kisa	m	young chimps	25	25/11/2018	1	10	training	l	l	c							et	534		yes	0	
930	Kisa	m	young chimps	25	25/11/2018	1	11	test	r	r	c	ct	10728	cp	19	st	11056				yes	1	1
931	Kisa	m	young chimps	25	25/11/2018	1	12	training	l	r	i							et	2551		yes	0	
932	Kisa	m	young chimps	25	25/11/2018	1	13	test	l	r	i	ct	5966	cp	21	st	6234				no	0	2
933	Kisa	m	young chimps	25	25/11/2018	1	14	training	r	r	c							et	350		yes	0	
934	Kisa	m	young chimps	25	25/11/2018	1	15	training	r	r	c							et	330		no	0	
935	Kisa	m	young chimps	25	25/11/2018	1	16	test	l	r	i	ct	1404	cp	14	st	1488				yes	0	3
936	Kisa	m	young chimps	25	25/11/2018	1	17	training	r	r	c							et	235		yes	0	
937	Kisa	m	young chimps	25	25/11/2018	1	18	training	l	r	i							et	2651		yes	0	
938	Kisa	m	young chimps	25	25/11/2018	1	19	training	l	l	c							et	568		no	0	
939	Kisa	m	young chimps	25	25/11/2018	1	20	test	r	r	c	ct	1804	cp	22	st	1933				yes	0	4
940	Kisa	m	young chimps	25	25/11/2018	1	21	training	l	l	c							et	424		yes	0	
941	Kisa	m	young chimps	25	25/11/2018	1	22	training	r	r	c							et	354		yes	0	
942	Kisa	m	young chimps	25	25/11/2018	1	23	training	l	r	i							et	2806		yes	0	
943	Kisa	m	young chimps	25	25/11/2018	1	24	test	r	r	c	ct	1955	cp	22	st	2252				yes	0	5
944	Kisa	m	young chimps	25	25/11/2018	1	25	training	r	l	i							et	2196		no	0	
945	Kisa	m	young chimps	25	25/11/2018	1	26	training	r	r	c							et	268		no	0	
946	Kisa	m	young chimps	25	25/11/2018	1	27	training	r	r	c							et	474		no	0	
947	Kisa	m	young chimps	25	25/11/2018	1	28	training	l	r	i							et	4888		yes	0	
948	Kisa	m	young chimps	25	25/11/2018	1	29	test	l	r	i	ct	2105	cp	21	st	2300				no	0	6
949	Kisa	m	young chimps	25	25/11/2018	1	30	training	l	l	c							et	1378		no	0	
950	Kisa	m	young chimps	25	27/11/2018	2	31	training	l	l	c							et	697			0	
951	Kisa	m	young chimps	25	27/11/2018	2	32	training	r	l	i							et	3896		yes	0	
952	Kisa	m	young chimps	25	27/11/2018	2	33	training	r	r	c							et	189		no	0	
953	Kisa	m	young chimps	25	27/11/2018	2	34	training	l	r	i							et	2644		yes	0	
954	Kisa	m	young chimps	25	27/11/2018	2	35	training	l	l	c							et	1489		no	0	
955	Kisa	m	young chimps	25	27/11/2018	2	36	training	r	r	c							et	3614		yes	0	
956	Kisa	m	young chimps	25	27/11/2018	2	37	training	l	r	i							et	2903		yes	0	
957	Kisa	m	young chimps	25	27/11/2018	2	38	training	r	r	c							et	422		yes	0	
958	Kisa	m	young chimps	25	27/11/2018	2	39	training	l	r	i							et	3522		yes	0	
959	Kisa	m	young chimps	25	27/11/2018	2	40	training	l	r	i							et	3142		no	0	
960	Kisa	m	young chimps	25	27/11/2018	2	41	training	l	l	c							et	1556		no	0	
961	Kisa	m	young chimps	25	27/11/2018	2	42	training	r	r	c							et	322		yes	0	
962	Kisa	m	young chimps	25	27/11/2018	2	43	training	r	r	c							et	712		no	0	
963	Kisa	m	young chimps	25	27/11/2018	2	44	training	r	r	c							et	396		no	0	
964	Kisa	m	young chimps	25	27/11/2018	2	45	test	r	r	c	ct	2506	cp	22	st	2773				no	0	7
965	Kisa	m	young chimps	25	27/11/2018	2	46	training	l	l	c							et	3100		yes	0	
966	Kisa	m	young chimps	25	27/11/2018	2	47	training	l	l	c							et	1312		no	0	
967	Kisa	m	young chimps	25	27/11/2018	2	48	training	r	l	i							et	2122		yes	0	
968	Kisa	m	young chimps	25	27/11/2018	2	49	training	r	r	c							et	472		no	0	
